user_id,date,session_type,duration_min
00000000-0000-0000-0000-000000000001,2025-11-25,TRAINING,106.9
00000000-0000-0000-0000-000000000001,2025-11-26,TRAINING,87.6
00000000-0000-0000-0000-000000000001,2025-11-27,TRAINING,89.0
00000000-0000-0000-0000-000000000001,2025-11-28,TRAINING,72.7
00000000-0000-0000-0000-000000000001,2025-11-29,MATCH,86.7
00000000-0000-0000-0000-000000000001,2025-11-30,REST,
00000000-0000-0000-0000-000000000001,2025-12-01,TRAINING,68.2
00000000-0000-0000-0000-000000000001,2025-12-02,TRAINING,55.8
00000000-0000-0000-0000-000000000001,2025-12-03,TRAINING,98.7
00000000-0000-0000-0000-000000000001,2025-12-04,TRAINING,73.2
00000000-0000-0000-0000-000000000001,2025-12-05,TRAINING,94.6
00000000-0000-0000-0000-000000000001,2025-12-06,MATCH,87.9
00000000-0000-0000-0000-000000000001,2025-12-07,REST,
00000000-0000-0000-0000-000000000001,2025-12-08,TRAINING,81.4
00000000-0000-0000-0000-000000000001,2025-12-09,TRAINING,77.7
00000000-0000-0000-0000-000000000001,2025-12-10,TRAINING,54.5
00000000-0000-0000-0000-000000000001,2025-12-11,TRAINING,100.9
00000000-0000-0000-0000-000000000001,2025-12-12,TRAINING,69.3
00000000-0000-0000-0000-000000000001,2025-12-13,MATCH,84.5
00000000-0000-0000-0000-000000000001,2025-12-14,REST,
00000000-0000-0000-0000-000000000001,2025-12-15,TRAINING,84.6
00000000-0000-0000-0000-000000000001,2025-12-16,TRAINING,74.9
00000000-0000-0000-0000-000000000001,2025-12-17,TRAINING,80.1
00000000-0000-0000-0000-000000000001,2025-12-18,TRAINING,76.4
00000000-0000-0000-0000-000000000001,2025-12-19,TRAINING,44.2
00000000-0000-0000-0000-000000000001,2025-12-20,MATCH,85.8
00000000-0000-0000-0000-000000000001,2025-12-21,REST,
00000000-0000-0000-0000-000000000001,2025-12-22,TRAINING,61.8
00000000-0000-0000-0000-000000000001,2025-12-23,TRAINING,88.7
00000000-0000-0000-0000-000000000001,2025-12-24,TRAINING,75.5
00000000-0000-0000-0000-000000000001,2025-12-25,TRAINING,70.1
00000000-0000-0000-0000-000000000001,2025-12-26,TRAINING,83.1
00000000-0000-0000-0000-000000000001,2025-12-27,MATCH,89.2
00000000-0000-0000-0000-000000000001,2025-12-28,REST,
00000000-0000-0000-0000-000000000001,2025-12-29,TRAINING,71.6
00000000-0000-0000-0000-000000000002,2025-09-01,TRAINING,78.7
00000000-0000-0000-0000-000000000002,2025-09-02,TRAINING,57.9
00000000-0000-0000-0000-000000000002,2025-09-03,TRAINING,96.6
00000000-0000-0000-0000-000000000002,2025-09-04,TRAINING,43.3
00000000-0000-0000-0000-000000000002,2025-09-05,TRAINING,75.4
00000000-0000-0000-0000-000000000002,2025-09-06,MATCH,89.4
00000000-0000-0000-0000-000000000002,2025-09-07,REST,
00000000-0000-0000-0000-000000000002,2025-09-08,TRAINING,34.9
00000000-0000-0000-0000-000000000002,2025-09-09,TRAINING,98.4
00000000-0000-0000-0000-000000000002,2025-09-10,TRAINING,69.3
00000000-0000-0000-0000-000000000002,2025-09-11,TRAINING,61.6
00000000-0000-0000-0000-000000000002,2025-09-12,TRAINING,96.4
00000000-0000-0000-0000-000000000002,2025-09-13,MATCH,88.3
00000000-0000-0000-0000-000000000002,2025-09-14,REST,
00000000-0000-0000-0000-000000000002,2025-09-15,TRAINING,75.5
00000000-0000-0000-0000-000000000002,2025-09-16,TRAINING,73.6
00000000-0000-0000-0000-000000000002,2025-09-17,TRAINING,80.5
00000000-0000-0000-0000-000000000002,2025-09-18,TRAINING,87.8
00000000-0000-0000-0000-000000000002,2025-09-19,TRAINING,89.5
00000000-0000-0000-0000-000000000002,2025-09-20,MATCH,87.6
00000000-0000-0000-0000-000000000002,2025-09-21,REST,
00000000-0000-0000-0000-000000000002,2025-09-22,TRAINING,75.5
00000000-0000-0000-0000-000000000002,2025-09-23,TRAINING,75.2
00000000-0000-0000-0000-000000000002,2025-09-24,TRAINING,81.4
00000000-0000-0000-0000-000000000002,2025-09-25,TRAINING,85.0
00000000-0000-0000-0000-000000000002,2025-09-26,TRAINING,53.4
00000000-0000-0000-0000-000000000002,2025-09-27,MATCH,90.4
00000000-0000-0000-0000-000000000002,2025-09-28,REST,
00000000-0000-0000-0000-000000000002,2025-09-29,TRAINING,87.5
00000000-0000-0000-0000-000000000002,2025-09-30,TRAINING,68.9
00000000-0000-0000-0000-000000000002,2025-10-01,TRAINING,74.3
00000000-0000-0000-0000-000000000002,2025-10-02,TRAINING,59.9
00000000-0000-0000-0000-000000000002,2025-10-03,TRAINING,75.9
00000000-0000-0000-0000-000000000002,2025-10-04,MATCH,80.2
00000000-0000-0000-0000-000000000002,2025-10-05,REST,
00000000-0000-0000-0000-000000000002,2025-10-06,TRAINING,71.7
00000000-0000-0000-0000-000000000002,2025-10-07,TRAINING,74.6
00000000-0000-0000-0000-000000000002,2025-10-08,TRAINING,89.2
00000000-0000-0000-0000-000000000002,2025-10-09,TRAINING,57.4
00000000-0000-0000-0000-000000000002,2025-10-10,TRAINING,79.3
00000000-0000-0000-0000-000000000002,2025-10-11,MATCH,87.8
00000000-0000-0000-0000-000000000002,2025-10-12,REST,
00000000-0000-0000-0000-000000000002,2025-10-13,TRAINING,49.4
00000000-0000-0000-0000-000000000002,2025-10-14,TRAINING,66.6
00000000-0000-0000-0000-000000000002,2025-10-15,TRAINING,75.6
00000000-0000-0000-0000-000000000002,2025-10-16,TRAINING,90.7
00000000-0000-0000-0000-000000000002,2025-10-17,TRAINING,62.1
00000000-0000-0000-0000-000000000002,2025-10-18,MATCH,82.3
00000000-0000-0000-0000-000000000002,2025-10-19,REST,
00000000-0000-0000-0000-000000000002,2025-10-20,TRAINING,76.5
00000000-0000-0000-0000-000000000002,2025-10-21,TRAINING,98.8
00000000-0000-0000-0000-000000000002,2025-10-22,TRAINING,105.9
00000000-0000-0000-0000-000000000002,2025-10-23,TRAINING,55.8
00000000-0000-0000-0000-000000000002,2025-10-24,TRAINING,58.9
00000000-0000-0000-0000-000000000002,2025-10-25,MATCH,92.0
00000000-0000-0000-0000-000000000002,2025-10-26,REST,
00000000-0000-0000-0000-000000000002,2025-10-27,TRAINING,65.7
00000000-0000-0000-0000-000000000002,2025-10-28,TRAINING,92.4
00000000-0000-0000-0000-000000000002,2025-10-29,TRAINING,82.9
00000000-0000-0000-0000-000000000002,2025-10-30,TRAINING,46.8
00000000-0000-0000-0000-000000000002,2025-10-31,TRAINING,62.0
00000000-0000-0000-0000-000000000002,2025-11-01,MATCH,87.1
00000000-0000-0000-0000-000000000002,2025-11-02,REST,
00000000-0000-0000-0000-000000000002,2025-11-03,TRAINING,103.2
00000000-0000-0000-0000-000000000002,2025-11-04,TRAINING,81.2
00000000-0000-0000-0000-000000000002,2025-11-05,TRAINING,76.1
00000000-0000-0000-0000-000000000002,2025-11-06,TRAINING,81.7
00000000-0000-0000-0000-000000000002,2025-11-07,TRAINING,99.7
00000000-0000-0000-0000-000000000002,2025-11-08,MATCH,92.9
00000000-0000-0000-0000-000000000002,2025-11-09,REST,
00000000-0000-0000-0000-000000000002,2025-11-10,TRAINING,73.7
00000000-0000-0000-0000-000000000002,2025-11-11,TRAINING,88.0
00000000-0000-0000-0000-000000000002,2025-11-12,TRAINING,88.3
00000000-0000-0000-0000-000000000002,2025-11-13,TRAINING,93.0
00000000-0000-0000-0000-000000000002,2025-11-14,TRAINING,69.7
00000000-0000-0000-0000-000000000002,2025-11-15,MATCH,75.3
00000000-0000-0000-0000-000000000002,2025-11-16,REST,
00000000-0000-0000-0000-000000000002,2025-11-17,TRAINING,30.0
00000000-0000-0000-0000-000000000002,2025-11-18,TRAINING,81.8
00000000-0000-0000-0000-000000000002,2025-11-19,TRAINING,57.6
00000000-0000-0000-0000-000000000002,2025-11-20,TRAINING,95.6
00000000-0000-0000-0000-000000000002,2025-11-21,TRAINING,108.6
00000000-0000-0000-0000-000000000002,2025-11-22,MATCH,92.0
00000000-0000-0000-0000-000000000002,2025-11-23,REST,
00000000-0000-0000-0000-000000000002,2025-11-24,TRAINING,77.0
00000000-0000-0000-0000-000000000002,2025-11-25,TRAINING,73.4
00000000-0000-0000-0000-000000000002,2025-11-26,TRAINING,54.5
00000000-0000-0000-0000-000000000002,2025-11-27,TRAINING,63.9
00000000-0000-0000-0000-000000000002,2025-11-28,TRAINING,75.5
00000000-0000-0000-0000-000000000002,2025-11-29,MATCH,89.5
00000000-0000-0000-0000-000000000002,2025-11-30,REST,
00000000-0000-0000-0000-000000000002,2025-12-01,TRAINING,84.3
00000000-0000-0000-0000-000000000002,2025-12-02,TRAINING,59.4
00000000-0000-0000-0000-000000000002,2025-12-03,TRAINING,68.8
00000000-0000-0000-0000-000000000002,2025-12-04,TRAINING,81.7
00000000-0000-0000-0000-000000000002,2025-12-05,TRAINING,52.0
00000000-0000-0000-0000-000000000002,2025-12-06,MATCH,93.7
00000000-0000-0000-0000-000000000002,2025-12-07,REST,
00000000-0000-0000-0000-000000000002,2025-12-08,TRAINING,84.5
00000000-0000-0000-0000-000000000002,2025-12-09,TRAINING,80.0
00000000-0000-0000-0000-000000000002,2025-12-10,TRAINING,67.8
00000000-0000-0000-0000-000000000002,2025-12-11,TRAINING,97.2
00000000-0000-0000-0000-000000000002,2025-12-12,TRAINING,94.7
00000000-0000-0000-0000-000000000002,2025-12-13,MATCH,91.8
00000000-0000-0000-0000-000000000002,2025-12-14,REST,
00000000-0000-0000-0000-000000000002,2025-12-15,TRAINING,76.8
00000000-0000-0000-0000-000000000002,2025-12-16,TRAINING,87.4
00000000-0000-0000-0000-000000000002,2025-12-17,TRAINING,64.1
00000000-0000-0000-0000-000000000002,2025-12-18,TRAINING,84.5
00000000-0000-0000-0000-000000000002,2025-12-19,TRAINING,80.1
00000000-0000-0000-0000-000000000002,2025-12-20,MATCH,88.1
00000000-0000-0000-0000-000000000002,2025-12-21,REST,
00000000-0000-0000-0000-000000000002,2025-12-22,TRAINING,80.7
00000000-0000-0000-0000-000000000002,2025-12-23,TRAINING,96.6
00000000-0000-0000-0000-000000000002,2025-12-24,TRAINING,50.2
00000000-0000-0000-0000-000000000002,2025-12-25,TRAINING,59.7
00000000-0000-0000-0000-000000000002,2025-12-26,TRAINING,70.9
00000000-0000-0000-0000-000000000002,2025-12-27,MATCH,93.1
00000000-0000-0000-0000-000000000002,2025-12-28,REST,
00000000-0000-0000-0000-000000000002,2025-12-29,TRAINING,79.7
00000000-0000-0000-0000-000000000003,2025-09-01,TRAINING,86.4
00000000-0000-0000-0000-000000000003,2025-09-02,TRAINING,77.9
00000000-0000-0000-0000-000000000003,2025-09-03,TRAINING,39.8
00000000-0000-0000-0000-000000000003,2025-09-04,TRAINING,80.6
00000000-0000-0000-0000-000000000003,2025-09-05,TRAINING,56.7
00000000-0000-0000-0000-000000000003,2025-09-06,MATCH,90.7
00000000-0000-0000-0000-000000000003,2025-09-07,REST,
00000000-0000-0000-0000-000000000003,2025-09-08,TRAINING,79.2
00000000-0000-0000-0000-000000000003,2025-09-09,TRAINING,48.5
00000000-0000-0000-0000-000000000003,2025-09-10,TRAINING,75.1
00000000-0000-0000-0000-000000000003,2025-09-11,TRAINING,52.9
00000000-0000-0000-0000-000000000003,2025-09-12,TRAINING,38.8
00000000-0000-0000-0000-000000000003,2025-09-13,MATCH,82.5
00000000-0000-0000-0000-000000000003,2025-09-14,REST,
00000000-0000-0000-0000-000000000003,2025-09-15,TRAINING,73.2
00000000-0000-0000-0000-000000000003,2025-09-16,TRAINING,72.3
00000000-0000-0000-0000-000000000003,2025-09-17,TRAINING,67.4
00000000-0000-0000-0000-000000000003,2025-09-18,TRAINING,83.0
00000000-0000-0000-0000-000000000003,2025-09-19,TRAINING,71.5
00000000-0000-0000-0000-000000000003,2025-09-20,MATCH,91.9
00000000-0000-0000-0000-000000000003,2025-09-21,REST,
00000000-0000-0000-0000-000000000003,2025-09-22,TRAINING,86.3
00000000-0000-0000-0000-000000000003,2025-09-23,TRAINING,110.8
00000000-0000-0000-0000-000000000003,2025-09-24,TRAINING,73.5
00000000-0000-0000-0000-000000000003,2025-09-25,TRAINING,92.9
00000000-0000-0000-0000-000000000003,2025-09-26,TRAINING,78.4
00000000-0000-0000-0000-000000000003,2025-09-27,MATCH,91.4
00000000-0000-0000-0000-000000000003,2025-09-28,REST,
00000000-0000-0000-0000-000000000003,2025-09-29,TRAINING,73.7
00000000-0000-0000-0000-000000000003,2025-09-30,TRAINING,77.0
00000000-0000-0000-0000-000000000003,2025-10-01,TRAINING,71.6
00000000-0000-0000-0000-000000000003,2025-10-02,TRAINING,89.8
00000000-0000-0000-0000-000000000003,2025-10-03,TRAINING,64.1
00000000-0000-0000-0000-000000000003,2025-10-04,MATCH,82.5
00000000-0000-0000-0000-000000000003,2025-10-05,REST,
00000000-0000-0000-0000-000000000003,2025-10-06,TRAINING,66.9
00000000-0000-0000-0000-000000000003,2025-10-07,TRAINING,65.4
00000000-0000-0000-0000-000000000003,2025-10-08,TRAINING,66.9
00000000-0000-0000-0000-000000000003,2025-10-09,TRAINING,72.9
00000000-0000-0000-0000-000000000003,2025-10-10,TRAINING,67.0
00000000-0000-0000-0000-000000000003,2025-10-11,MATCH,83.1
00000000-0000-0000-0000-000000000003,2025-10-12,REST,
00000000-0000-0000-0000-000000000003,2025-10-13,TRAINING,56.3
00000000-0000-0000-0000-000000000003,2025-10-14,TRAINING,68.0
00000000-0000-0000-0000-000000000003,2025-10-15,TRAINING,48.9
00000000-0000-0000-0000-000000000003,2025-10-16,TRAINING,58.1
00000000-0000-0000-0000-000000000003,2025-10-17,TRAINING,77.1
00000000-0000-0000-0000-000000000003,2025-10-18,MATCH,91.2
00000000-0000-0000-0000-000000000003,2025-10-19,REST,
00000000-0000-0000-0000-000000000003,2025-10-20,TRAINING,68.2
00000000-0000-0000-0000-000000000003,2025-10-21,TRAINING,90.4
00000000-0000-0000-0000-000000000003,2025-10-22,TRAINING,66.3
00000000-0000-0000-0000-000000000003,2025-10-23,TRAINING,84.6
00000000-0000-0000-0000-000000000003,2025-10-24,TRAINING,59.8
00000000-0000-0000-0000-000000000003,2025-10-25,MATCH,87.1
00000000-0000-0000-0000-000000000003,2025-10-26,REST,
00000000-0000-0000-0000-000000000003,2025-10-27,TRAINING,84.1
00000000-0000-0000-0000-000000000003,2025-10-28,TRAINING,90.7
00000000-0000-0000-0000-000000000003,2025-10-29,TRAINING,65.1
00000000-0000-0000-0000-000000000003,2025-10-30,TRAINING,91.9
00000000-0000-0000-0000-000000000003,2025-10-31,TRAINING,60.9
00000000-0000-0000-0000-000000000003,2025-11-01,MATCH,90.4
00000000-0000-0000-0000-000000000003,2025-11-02,REST,
00000000-0000-0000-0000-000000000003,2025-11-03,TRAINING,73.6
00000000-0000-0000-0000-000000000003,2025-11-04,TRAINING,71.8
00000000-0000-0000-0000-000000000003,2025-11-05,TRAINING,67.3
00000000-0000-0000-0000-000000000003,2025-11-06,TRAINING,54.5
00000000-0000-0000-0000-000000000003,2025-11-07,TRAINING,62.7
00000000-0000-0000-0000-000000000003,2025-11-08,MATCH,88.1
00000000-0000-0000-0000-000000000003,2025-11-09,REST,
00000000-0000-0000-0000-000000000003,2025-11-10,TRAINING,82.6
00000000-0000-0000-0000-000000000003,2025-11-11,TRAINING,85.1
00000000-0000-0000-0000-000000000003,2025-11-12,TRAINING,66.3
00000000-0000-0000-0000-000000000003,2025-11-13,TRAINING,67.6
00000000-0000-0000-0000-000000000003,2025-11-14,TRAINING,63.4
00000000-0000-0000-0000-000000000003,2025-11-15,MATCH,86.7
00000000-0000-0000-0000-000000000003,2025-11-16,REST,
00000000-0000-0000-0000-000000000003,2025-11-17,TRAINING,91.5
00000000-0000-0000-0000-000000000003,2025-11-18,TRAINING,100.6
00000000-0000-0000-0000-000000000003,2025-11-19,TRAINING,59.5
00000000-0000-0000-0000-000000000003,2025-11-20,TRAINING,57.4
00000000-0000-0000-0000-000000000003,2025-11-21,TRAINING,65.5
00000000-0000-0000-0000-000000000003,2025-11-22,MATCH,84.7
00000000-0000-0000-0000-000000000003,2025-11-23,REST,
00000000-0000-0000-0000-000000000003,2025-11-24,TRAINING,56.7
00000000-0000-0000-0000-000000000003,2025-11-25,TRAINING,61.2
00000000-0000-0000-0000-000000000003,2025-11-26,TRAINING,68.2
00000000-0000-0000-0000-000000000003,2025-11-27,TRAINING,55.6
00000000-0000-0000-0000-000000000003,2025-11-28,TRAINING,91.8
00000000-0000-0000-0000-000000000003,2025-11-29,MATCH,83.3
00000000-0000-0000-0000-000000000003,2025-11-30,REST,
00000000-0000-0000-0000-000000000003,2025-12-01,TRAINING,58.2
00000000-0000-0000-0000-000000000003,2025-12-02,TRAINING,87.1
00000000-0000-0000-0000-000000000003,2025-12-03,TRAINING,38.5
00000000-0000-0000-0000-000000000003,2025-12-04,TRAINING,85.3
00000000-0000-0000-0000-000000000003,2025-12-05,TRAINING,91.6
00000000-0000-0000-0000-000000000003,2025-12-06,MATCH,91.5
00000000-0000-0000-0000-000000000003,2025-12-07,REST,
00000000-0000-0000-0000-000000000003,2025-12-08,TRAINING,50.1
00000000-0000-0000-0000-000000000003,2025-12-09,TRAINING,79.1
00000000-0000-0000-0000-000000000003,2025-12-10,TRAINING,47.2
00000000-0000-0000-0000-000000000003,2025-12-11,TRAINING,70.1
00000000-0000-0000-0000-000000000003,2025-12-12,TRAINING,66.5
00000000-0000-0000-0000-000000000003,2025-12-13,MATCH,89.8
00000000-0000-0000-0000-000000000003,2025-12-14,REST,
00000000-0000-0000-0000-000000000003,2025-12-15,TRAINING,70.4
00000000-0000-0000-0000-000000000003,2025-12-16,TRAINING,76.4
00000000-0000-0000-0000-000000000003,2025-12-17,TRAINING,82.2
00000000-0000-0000-0000-000000000003,2025-12-18,TRAINING,75.6
00000000-0000-0000-0000-000000000003,2025-12-19,TRAINING,45.7
00000000-0000-0000-0000-000000000003,2025-12-20,MATCH,91.4
00000000-0000-0000-0000-000000000003,2025-12-21,REST,
00000000-0000-0000-0000-000000000003,2025-12-22,TRAINING,77.6
00000000-0000-0000-0000-000000000003,2025-12-23,TRAINING,85.0
00000000-0000-0000-0000-000000000003,2025-12-24,TRAINING,82.3
00000000-0000-0000-0000-000000000003,2025-12-25,TRAINING,43.4
00000000-0000-0000-0000-000000000003,2025-12-26,TRAINING,93.3
00000000-0000-0000-0000-000000000003,2025-12-27,MATCH,85.6
00000000-0000-0000-0000-000000000003,2025-12-28,REST,
00000000-0000-0000-0000-000000000003,2025-12-29,TRAINING,87.9
00000000-0000-0000-0000-000000000004,2025-09-01,TRAINING,74.7
00000000-0000-0000-0000-000000000004,2025-09-02,TRAINING,52.2
00000000-0000-0000-0000-000000000004,2025-09-03,TRAINING,59.7
00000000-0000-0000-0000-000000000004,2025-09-04,TRAINING,71.4
00000000-0000-0000-0000-000000000004,2025-09-05,TRAINING,60.3
00000000-0000-0000-0000-000000000004,2025-09-06,MATCH,95.0
00000000-0000-0000-0000-000000000004,2025-09-07,REST,
00000000-0000-0000-0000-000000000004,2025-09-08,TRAINING,76.1
00000000-0000-0000-0000-000000000004,2025-09-09,TRAINING,60.4
00000000-0000-0000-0000-000000000004,2025-09-10,TRAINING,87.3
00000000-0000-0000-0000-000000000004,2025-09-11,TRAINING,69.4
00000000-0000-0000-0000-000000000004,2025-09-12,TRAINING,86.5
00000000-0000-0000-0000-000000000004,2025-09-13,MATCH,87.3
00000000-0000-0000-0000-000000000004,2025-09-14,REST,
00000000-0000-0000-0000-000000000004,2025-09-15,TRAINING,83.1
00000000-0000-0000-0000-000000000004,2025-09-16,TRAINING,68.8
00000000-0000-0000-0000-000000000004,2025-09-17,TRAINING,89.9
00000000-0000-0000-0000-000000000004,2025-09-18,TRAINING,47.4
00000000-0000-0000-0000-000000000004,2025-09-19,TRAINING,56.1
00000000-0000-0000-0000-000000000004,2025-09-20,MATCH,89.2
00000000-0000-0000-0000-000000000004,2025-09-21,REST,
00000000-0000-0000-0000-000000000004,2025-09-22,TRAINING,64.5
00000000-0000-0000-0000-000000000004,2025-09-23,TRAINING,68.4
00000000-0000-0000-0000-000000000004,2025-09-24,TRAINING,84.9
00000000-0000-0000-0000-000000000004,2025-09-25,TRAINING,68.1
00000000-0000-0000-0000-000000000004,2025-09-26,TRAINING,79.9
00000000-0000-0000-0000-000000000004,2025-09-27,MATCH,85.5
00000000-0000-0000-0000-000000000004,2025-09-28,REST,
00000000-0000-0000-0000-000000000004,2025-09-29,TRAINING,44.5
00000000-0000-0000-0000-000000000004,2025-09-30,TRAINING,86.4
00000000-0000-0000-0000-000000000004,2025-10-01,TRAINING,102.2
00000000-0000-0000-0000-000000000004,2025-10-02,TRAINING,78.3
00000000-0000-0000-0000-000000000004,2025-10-03,TRAINING,73.5
00000000-0000-0000-0000-000000000004,2025-10-04,MATCH,90.5
00000000-0000-0000-0000-000000000004,2025-10-05,REST,
00000000-0000-0000-0000-000000000004,2025-10-06,TRAINING,95.7
00000000-0000-0000-0000-000000000004,2025-10-07,TRAINING,87.2
00000000-0000-0000-0000-000000000004,2025-10-08,TRAINING,86.5
00000000-0000-0000-0000-000000000004,2025-10-09,TRAINING,91.4
00000000-0000-0000-0000-000000000004,2025-10-10,TRAINING,73.2
00000000-0000-0000-0000-000000000004,2025-10-11,MATCH,87.3
00000000-0000-0000-0000-000000000004,2025-10-12,REST,
00000000-0000-0000-0000-000000000004,2025-10-13,TRAINING,83.3
00000000-0000-0000-0000-000000000004,2025-10-14,TRAINING,90.1
00000000-0000-0000-0000-000000000004,2025-10-15,TRAINING,93.3
00000000-0000-0000-0000-000000000004,2025-10-16,TRAINING,97.8
00000000-0000-0000-0000-000000000004,2025-10-17,TRAINING,88.6
00000000-0000-0000-0000-000000000004,2025-10-18,MATCH,87.0
00000000-0000-0000-0000-000000000004,2025-10-19,REST,
00000000-0000-0000-0000-000000000004,2025-10-20,TRAINING,78.2
