user_id,date,rpe,session_type
00000000-0000-0000-0000-000000000001,2025-12-13,10.0,MATCH
00000000-0000-0000-0000-000000000001,2025-12-14,,REST
00000000-0000-0000-0000-000000000001,2025-12-15,4.2,TRAINING
00000000-0000-0000-0000-000000000001,2025-12-16,4.9,TRAINING
00000000-0000-0000-0000-000000000001,2025-12-17,5.3,TRAINING
00000000-0000-0000-0000-000000000001,2025-12-18,7.6,TRAINING
00000000-0000-0000-0000-000000000001,2025-12-19,6.5,TRAINING
00000000-0000-0000-0000-000000000001,2025-12-20,7.5,MATCH
00000000-0000-0000-0000-000000000001,2025-12-21,,REST
00000000-0000-0000-0000-000000000001,2025-12-22,3.7,TRAINING
00000000-0000-0000-0000-000000000001,2025-12-23,5.0,TRAINING
00000000-0000-0000-0000-000000000001,2025-12-24,3.5,TRAINING
00000000-0000-0000-0000-000000000001,2025-12-25,4.8,TRAINING
00000000-0000-0000-0000-000000000001,2025-12-26,7.0,TRAINING
00000000-0000-0000-0000-000000000001,2025-12-27,8.8,MATCH
00000000-0000-0000-0000-000000000001,2025-12-28,,REST
00000000-0000-0000-0000-000000000001,2025-12-29,4.5,TRAINING
00000000-0000-0000-0000-000000000002,2025-09-01,4.9,TRAINING
00000000-0000-0000-0000-000000000002,2025-09-02,5.9,TRAINING
00000000-0000-0000-0000-000000000002,2025-09-03,4.8,TRAINING
00000000-0000-0000-0000-000000000002,2025-09-04,3.8,TRAINING
00000000-0000-0000-0000-000000000002,2025-09-05,2.7,TRAINING
00000000-0000-0000-0000-000000000002,2025-09-06,7.5,MATCH
00000000-0000-0000-0000-000000000002,2025-09-07,,REST
00000000-0000-0000-0000-000000000002,2025-09-08,7.3,TRAINING
00000000-0000-0000-0000-000000000002,2025-09-09,6.1,TRAINING
00000000-0000-0000-0000-000000000002,2025-09-10,3.8,TRAINING
00000000-0000-0000-0000-000000000002,2025-09-11,4.4,TRAINING
00000000-0000-0000-0000-000000000002,2025-09-12,5.0,TRAINING
00000000-0000-0000-0000-000000000002,2025-09-13,9.3,MATCH
00000000-0000-0000-0000-000000000002,2025-09-14,,REST
00000000-0000-0000-0000-000000000002,2025-09-15,8.4,TRAINING
00000000-0000-0000-0000-000000000002,2025-09-16,8.1,TRAINING
00000000-0000-0000-0000-000000000002,2025-09-17,5.7,TRAINING
00000000-0000-0000-0000-000000000002,2025-09-18,10.0,TRAINING
00000000-0000-0000-0000-000000000002,2025-09-19,4.4,TRAINING
00000000-0000-0000-0000-000000000002,2025-09-20,7.1,MATCH
00000000-0000-0000-0000-000000000002,2025-09-21,,REST
00000000-0000-0000-0000-000000000002,2025-09-22,10.0,TRAINING
00000000-0000-0000-0000-000000000002,2025-09-23,8.9,TRAINING
00000000-0000-0000-0000-000000000002,2025-09-24,9.0,TRAINING
00000000-0000-0000-0000-000000000002,2025-09-25,3.9,TRAINING
00000000-0000-0000-0000-000000000002,2025-09-26,6.0,TRAINING
00000000-0000-0000-0000-000000000002,2025-09-27,10.0,MATCH
00000000-0000-0000-0000-000000000002,2025-09-28,,REST
00000000-0000-0000-0000-000000000002,2025-09-29,4.5,TRAINING
00000000-0000-0000-0000-000000000002,2025-09-30,3.5,TRAINING
00000000-0000-0000-0000-000000000002,2025-10-01,4.6,TRAINING
00000000-0000-0000-0000-000000000002,2025-10-02,5.9,TRAINING
00000000-0000-0000-0000-000000000002,2025-10-03,6.6,TRAINING
00000000-0000-0000-0000-000000000002,2025-10-04,5.6,MATCH
00000000-0000-0000-0000-000000000002,2025-10-05,,REST
00000000-0000-0000-0000-000000000002,2025-10-06,5.5,TRAINING
00000000-0000-0000-0000-000000000002,2025-10-07,5.3,TRAINING
00000000-0000-0000-0000-000000000002,2025-10-08,5.8,TRAINING
00000000-0000-0000-0000-000000000002,2025-10-09,3.8,TRAINING
00000000-0000-0000-0000-000000000002,2025-10-10,3.9,TRAINING
00000000-0000-0000-0000-000000000002,2025-10-11,8.7,MATCH
00000000-0000-0000-0000-000000000002,2025-10-12,,REST
00000000-0000-0000-0000-000000000002,2025-10-13,1.7,TRAINING
00000000-0000-0000-0000-000000000002,2025-10-14,4.3,TRAINING
00000000-0000-0000-0000-000000000002,2025-10-15,4.9,TRAINING
00000000-0000-0000-0000-000000000002,2025-10-16,5.0,TRAINING
00000000-0000-0000-0000-000000000002,2025-10-17,4.5,TRAINING
00000000-0000-0000-0000-000000000002,2025-10-18,8.0,MATCH
00000000-0000-0000-0000-000000000002,2025-10-19,,REST
00000000-0000-0000-0000-000000000002,2025-10-20,6.1,TRAINING
00000000-0000-0000-0000-000000000002,2025-10-21,5.3,TRAINING
00000000-0000-0000-0000-000000000002,2025-10-22,4.6,TRAINING
00000000-0000-0000-0000-000000000002,2025-10-23,5.2,TRAINING
00000000-0000-0000-0000-000000000002,2025-10-24,5.6,TRAINING
00000000-0000-0000-0000-000000000002,2025-10-25,6.7,MATCH
00000000-0000-0000-0000-000000000002,2025-10-26,,REST
00000000-0000-0000-0000-000000000002,2025-10-27,9.5,TRAINING
00000000-0000-0000-0000-000000000002,2025-10-28,10.0,TRAINING
00000000-0000-0000-0000-000000000002,2025-10-29,10.0,TRAINING
00000000-0000-0000-0000-000000000002,2025-10-30,10.0,TRAINING
00000000-0000-0000-0000-000000000002,2025-10-31,7.5,TRAINING
00000000-0000-0000-0000-000000000002,2025-11-01,10.0,MATCH
00000000-0000-0000-0000-000000000002,2025-11-02,,REST
00000000-0000-0000-0000-000000000002,2025-11-03,5.3,TRAINING
00000000-0000-0000-0000-000000000002,2025-11-04,5.2,TRAINING
00000000-0000-0000-0000-000000000002,2025-11-05,5.2,TRAINING
00000000-0000-0000-0000-000000000002,2025-11-06,5.5,TRAINING
00000000-0000-0000-0000-000000000002,2025-11-07,7.2,TRAINING
00000000-0000-0000-0000-000000000002,2025-11-08,7.8,MATCH
00000000-0000-0000-0000-000000000002,2025-11-09,,REST
00000000-0000-0000-0000-000000000002,2025-11-10,3.8,TRAINING
00000000-0000-0000-0000-000000000002,2025-11-11,6.9,TRAINING
00000000-0000-0000-0000-000000000002,2025-11-12,5.8,TRAINING
00000000-0000-0000-0000-000000000002,2025-11-13,6.2,TRAINING
00000000-0000-0000-0000-000000000002,2025-11-14,5.9,TRAINING
00000000-0000-0000-0000-000000000002,2025-11-15,7.8,MATCH
00000000-0000-0000-0000-000000000002,2025-11-16,,REST
00000000-0000-0000-0000-000000000002,2025-11-17,6.1,TRAINING
00000000-0000-0000-0000-000000000002,2025-11-18,2.9,TRAINING
00000000-0000-0000-0000-000000000002,2025-11-19,6.2,TRAINING
00000000-0000-0000-0000-000000000002,2025-11-20,4.4,TRAINING
00000000-0000-0000-0000-000000000002,2025-11-21,4.8,TRAINING
00000000-0000-0000-0000-000000000002,2025-11-22,7.5,MATCH
00000000-0000-0000-0000-000000000002,2025-11-23,,REST
00000000-0000-0000-0000-000000000002,2025-11-24,7.9,TRAINING
00000000-0000-0000-0000-000000000002,2025-11-25,4.0,TRAINING
00000000-0000-0000-0000-000000000002,2025-11-26,5.4,TRAINING
00000000-0000-0000-0000-000000000002,2025-11-27,5.1,TRAINING
00000000-0000-0000-0000-000000000002,2025-11-28,6.9,TRAINING
00000000-0000-0000-0000-000000000002,2025-11-29,7.2,MATCH
00000000-0000-0000-0000-000000000002,2025-11-30,,REST
00000000-0000-0000-0000-000000000002,2025-12-01,5.8,TRAINING
00000000-0000-0000-0000-000000000002,2025-12-02,4.0,TRAINING
00000000-0000-0000-0000-000000000002,2025-12-03,7.2,TRAINING
00000000-0000-0000-0000-000000000002,2025-12-04,3.4,TRAINING
00000000-0000-0000-0000-000000000002,2025-12-05,6.2,TRAINING
00000000-0000-0000-0000-000000000002,2025-12-06,7.7,MATCH
00000000-0000-0000-0000-000000000002,2025-12-07,,REST
00000000-0000-0000-0000-000000000002,2025-12-08,9.1,TRAINING
00000000-0000-0000-0000-000000000002,2025-12-09,5.1,TRAINING
00000000-0000-0000-0000-000000000002,2025-12-10,7.6,TRAINING
00000000-0000-0000-0000-000000000002,2025-12-11,10.0,TRAINING
00000000-0000-0000-0000-000000000002,2025-12-12,10.0,TRAINING
00000000-0000-0000-0000-000000000002,2025-12-13,10.0,MATCH
00000000-0000-0000-0000-000000000002,2025-12-14,,REST
00000000-0000-0000-0000-000000000002,2025-12-15,6.7,TRAINING
00000000-0000-0000-0000-000000000002,2025-12-16,5.7,TRAINING
00000000-0000-0000-0000-000000000002,2025-12-17,5.4,TRAINING
00000000-0000-0000-0000-000000000002,2025-12-18,4.9,TRAINING
00000000-0000-0000-0000-000000000002,2025-12-19,5.5,TRAINING
00000000-0000-0000-0000-000000000002,2025-12-20,8.2,MATCH
00000000-0000-0000-0000-000000000002,2025-12-21,,REST
00000000-0000-0000-0000-000000000002,2025-12-22,6.6,TRAINING
00000000-0000-0000-0000-000000000002,2025-12-23,3.6,TRAINING
00000000-0000-0000-0000-000000000002,2025-12-24,4.7,TRAINING
00000000-0000-0000-0000-000000000002,2025-12-25,3.9,TRAINING
00000000-0000-0000-0000-000000000002,2025-12-26,5.6,TRAINING
00000000-0000-0000-0000-000000000002,2025-12-27,7.2,MATCH
00000000-0000-0000-0000-000000000002,2025-12-28,,REST
00000000-0000-0000-0000-000000000002,2025-12-29,6.0,TRAINING
00000000-0000-0000-0000-000000000003,2025-09-01,5.6,TRAINING
00000000-0000-0000-0000-000000000003,2025-09-02,7.3,TRAINING
00000000-0000-0000-0000-000000000003,2025-09-03,7.2,TRAINING
00000000-0000-0000-0000-000000000003,2025-09-04,7.9,TRAINING
00000000-0000-0000-0000-000000000003,2025-09-05,7.1,TRAINING
00000000-0000-0000-0000-000000000003,2025-09-06,6.7,MATCH
00000000-0000-0000-0000-000000000003,2025-09-07,,REST
00000000-0000-0000-0000-000000000003,2025-09-08,5.5,TRAINING
00000000-0000-0000-0000-000000000003,2025-09-09,7.1,TRAINING
00000000-0000-0000-0000-000000000003,2025-09-10,7.0,TRAINING
00000000-0000-0000-0000-000000000003,2025-09-11,5.2,TRAINING
00000000-0000-0000-0000-000000000003,2025-09-12,6.3,TRAINING
00000000-0000-0000-0000-000000000003,2025-09-13,8.1,MATCH
00000000-0000-0000-0000-000000000003,2025-09-14,,REST
00000000-0000-0000-0000-000000000003,2025-09-15,5.6,TRAINING
00000000-0000-0000-0000-000000000003,2025-09-16,7.3,TRAINING
00000000-0000-0000-0000-000000000003,2025-09-17,4.5,TRAINING
00000000-0000-0000-0000-000000000003,2025-09-18,7.4,TRAINING
00000000-0000-0000-0000-000000000003,2025-09-19,4.9,TRAINING
00000000-0000-0000-0000-000000000003,2025-09-20,5.9,MATCH
00000000-0000-0000-0000-000000000003,2025-09-21,,REST
00000000-0000-0000-0000-000000000003,2025-09-22,4.3,TRAINING
00000000-0000-0000-0000-000000000003,2025-09-23,8.5,TRAINING
00000000-0000-0000-0000-000000000003,2025-09-24,5.8,TRAINING
00000000-0000-0000-0000-000000000003,2025-09-25,10.0,TRAINING
00000000-0000-0000-0000-000000000003,2025-09-26,6.7,TRAINING
00000000-0000-0000-0000-000000000003,2025-09-27,10.0,MATCH
00000000-0000-0000-0000-000000000003,2025-09-28,,REST
00000000-0000-0000-0000-000000000003,2025-09-29,4.5,TRAINING
00000000-0000-0000-0000-000000000003,2025-09-30,3.1,TRAINING
00000000-0000-0000-0000-000000000003,2025-10-01,6.2,TRAINING
00000000-0000-0000-0000-000000000003,2025-10-02,3.1,TRAINING
00000000-0000-0000-0000-000000000003,2025-10-03,6.0,TRAINING
00000000-0000-0000-0000-000000000003,2025-10-04,7.2,MATCH
00000000-0000-0000-0000-000000000003,2025-10-05,,REST
00000000-0000-0000-0000-000000000003,2025-10-06,4.0,TRAINING
00000000-0000-0000-0000-000000000003,2025-10-07,7.3,TRAINING
00000000-0000-0000-0000-000000000003,2025-10-08,6.5,TRAINING
00000000-0000-0000-0000-000000000003,2025-10-09,5.9,TRAINING
00000000-0000-0000-0000-000000000003,2025-10-10,6.8,TRAINING
00000000-0000-0000-0000-000000000003,2025-10-11,5.9,MATCH
00000000-0000-0000-0000-000000000003,2025-10-12,,REST
00000000-0000-0000-0000-000000000003,2025-10-13,4.7,TRAINING
00000000-0000-0000-0000-000000000003,2025-10-14,6.1,TRAINING
00000000-0000-0000-0000-000000000003,2025-10-15,9.1,TRAINING
00000000-0000-0000-0000-000000000003,2025-10-16,5.8,TRAINING
00000000-0000-0000-0000-000000000003,2025-10-17,4.8,TRAINING
00000000-0000-0000-0000-000000000003,2025-10-18,5.2,MATCH
00000000-0000-0000-0000-000000000003,2025-10-19,,REST
00000000-0000-0000-0000-000000000003,2025-10-20,8.4,TRAINING
00000000-0000-0000-0000-000000000003,2025-10-21,5.9,TRAINING
00000000-0000-0000-0000-000000000003,2025-10-22,5.3,TRAINING
00000000-0000-0000-0000-000000000003,2025-10-23,2.1,TRAINING
00000000-0000-0000-0000-000000000003,2025-10-24,5.3,TRAINING
00000000-0000-0000-0000-000000000003,2025-10-25,7.6,MATCH
00000000-0000-0000-0000-000000000003,2025-10-26,,REST
00000000-0000-0000-0000-000000000003,2025-10-27,7.1,TRAINING
00000000-0000-0000-0000-000000000003,2025-10-28,5.2,TRAINING
00000000-0000-0000-0000-000000000003,2025-10-29,5.1,TRAINING
00000000-0000-0000-0000-000000000003,2025-10-30,10.0,TRAINING
00000000-0000-0000-0000-000000000003,2025-10-31,8.5,TRAINING
00000000-0000-0000-0000-000000000003,2025-11-01,10.0,MATCH
00000000-0000-0000-0000-000000000003,2025-11-02,,REST
00000000-0000-0000-0000-000000000003,2025-11-03,5.6,TRAINING
00000000-0000-0000-0000-000000000003,2025-11-04,5.5,TRAINING
00000000-0000-0000-0000-000000000003,2025-11-05,3.3,TRAINING
00000000-0000-0000-0000-000000000003,2025-11-06,6.9,TRAINING
00000000-0000-0000-0000-000000000003,2025-11-07,5.2,TRAINING
00000000-0000-0000-0000-000000000003,2025-11-08,7.6,MATCH
00000000-0000-0000-0000-000000000003,2025-11-09,,REST
00000000-0000-0000-0000-000000000003,2025-11-10,7.7,TRAINING
00000000-0000-0000-0000-000000000003,2025-11-11,3.5,TRAINING
00000000-0000-0000-0000-000000000003,2025-11-12,4.3,TRAINING
00000000-0000-0000-0000-000000000003,2025-11-13,6.0,TRAINING
00000000-0000-0000-0000-000000000003,2025-11-14,6.8,TRAINING
00000000-0000-0000-0000-000000000003,2025-11-15,6.9,MATCH
00000000-0000-0000-0000-000000000003,2025-11-16,,REST
00000000-0000-0000-0000-000000000003,2025-11-17,4.7,TRAINING
00000000-0000-0000-0000-000000000003,2025-11-18,6.4,TRAINING
00000000-0000-0000-0000-000000000003,2025-11-19,8.9,TRAINING
00000000-0000-0000-0000-000000000003,2025-11-20,5.6,TRAINING
00000000-0000-0000-0000-000000000003,2025-11-21,4.3,TRAINING
00000000-0000-0000-0000-000000000003,2025-11-22,6.4,MATCH
00000000-0000-0000-0000-000000000003,2025-11-23,,REST
00000000-0000-0000-0000-000000000003,2025-11-24,5.3,TRAINING
00000000-0000-0000-0000-000000000003,2025-11-25,6.8,TRAINING
00000000-0000-0000-0000-000000000003,2025-11-26,9.7,TRAINING
00000000-0000-0000-0000-000000000003,2025-11-27,5.6,TRAINING
00000000-0000-0000-0000-000000000003,2025-11-28,8.1,TRAINING
00000000-0000-0000-0000-000000000003,2025-11-29,7.8,MATCH
00000000-0000-0000-0000-000000000003,2025-11-30,,REST
00000000-0000-0000-0000-000000000003,2025-12-01,5.8,TRAINING
00000000-0000-0000-0000-000000000003,2025-12-02,7.7,TRAINING
00000000-0000-0000-0000-000000000003,2025-12-03,5.6,TRAINING
00000000-0000-0000-0000-000000000003,2025-12-04,4.0,TRAINING
00000000-0000-0000-0000-000000000003,2025-12-05,7.3,TRAINING
00000000-0000-0000-0000-000000000003,2025-12-06,5.9,MATCH
00000000-0000-0000-0000-000000000003,2025-12-07,,REST
00000000-0000-0000-0000-000000000003,2025-12-08,10.0,TRAINING
00000000-0000-0000-0000-000000000003,2025-12-09,8.2,TRAINING
00000000-0000-0000-0000-000000000003,2025-12-10,7.6,TRAINING
00000000-0000-0000-0000-000000000003,2025-12-11,7.5,TRAINING
00000000-0000-0000-0000-000000000003,2025-12-12,7.9,TRAINING
00000000-0000-0000-0000-000000000003,2025-12-13,10.0,MATCH
00000000-0000-0000-0000-000000000003,2025-12-14,,REST
00000000-0000-0000-0000-000000000003,2025-12-15,6.2,TRAINING
00000000-0000-0000-0000-000000000003,2025-12-16,4.9,TRAINING
00000000-0000-0000-0000-000000000003,2025-12-17,2.6,TRAINING
00000000-0000-0000-0000-000000000003,2025-12-18,5.5,TRAINING
00000000-0000-0000-0000-000000000003,2025-12-19,6.9,TRAINING
00000000-0000-0000-0000-000000000003,2025-12-20,5.5,MATCH
00000000-0000-0000-0000-000000000003,2025-12-21,,REST
00000000-0000-0000-0000-000000000003,2025-12-22,5.5,TRAINING
00000000-0000-0000-0000-000000000003,2025-12-23,4.8,TRAINING
00000000-0000-0000-0000-000000000003,2025-12-24,6.9,TRAINING
00000000-0000-0000-0000-000000000003,2025-12-25,5.1,TRAINING
00000000-0000-0000-0000-000000000003,2025-12-26,6.7,TRAINING
00000000-0000-0000-0000-000000000003,2025-12-27,8.1,MATCH
00000000-0000-0000-0000-000000000003,2025-12-28,,REST
00000000-0000-0000-0000-000000000003,2025-12-29,6.5,TRAINING
00000000-0000-0000-0000-000000000004,2025-09-01,4.6,TRAINING
00000000-0000-0000-0000-000000000004,2025-09-02,8.2,TRAINING
00000000-0000-0000-0000-000000000004,2025-09-03,7.0,TRAINING
00000000-0000-0000-0000-000000000004,2025-09-04,5.7,TRAINING
00000000-0000-0000-0000-000000000004,2025-09-05,4.1,TRAINING
00000000-0000-0000-0000-000000000004,2025-09-06,7.8,MATCH
00000000-0000-0000-0000-000000000004,2025-09-07,,REST
00000000-0000-0000-0000-000000000004,2025-09-08,5.3,TRAINING
00000000-0000-0000-0000-000000000004,2025-09-09,6.4,TRAINING
00000000-0000-0000-0000-000000000004,2025-09-10,6.6,TRAINING
00000000-0000-0000-0000-000000000004,2025-09-11,9.4,TRAINING
00000000-0000-0000-0000-000000000004,2025-09-12,4.8,TRAINING
00000000-0000-0000-0000-000000000004,2025-09-13,8.3,MATCH
00000000-0000-0000-0000-000000000004,2025-09-14,,REST
00000000-0000-0000-0000-000000000004,2025-09-15,4.9,TRAINING
00000000-0000-0000-0000-000000000004,2025-09-16,4.3,TRAINING
00000000-0000-0000-0000-000000000004,2025-09-17,5.6,TRAINING
00000000-0000-0000-0000-000000000004,2025-09-18,4.6,TRAINING
00000000-0000-0000-0000-000000000004,2025-09-19,2.6,TRAINING
00000000-0000-0000-0000-000000000004,2025-09-20,6.2,MATCH
00000000-0000-0000-0000-000000000004,2025-09-21,,REST
00000000-0000-0000-0000-000000000004,2025-09-22,5.6,TRAINING
00000000-0000-0000-0000-000000000004,2025-09-23,6.5,TRAINING
00000000-0000-0000-0000-000000000004,2025-09-24,10.0,TRAINING
00000000-0000-0000-0000-000000000004,2025-09-25,8.3,TRAINING
00000000-0000-0000-0000-000000000004,2025-09-26,7.3,TRAINING
00000000-0000-0000-0000-000000000004,2025-09-27,10.0,MATCH
00000000-0000-0000-0000-000000000004,2025-09-28,,REST
00000000-0000-0000-0000-000000000004,2025-09-29,5.6,TRAINING
00000000-0000-0000-0000-000000000004,2025-09-30,5.8,TRAINING
00000000-0000-0000-0000-000000000004,2025-10-01,5.1,TRAINING
00000000-0000-0000-0000-000000000004,2025-10-02,4.2,TRAINING
00000000-0000-0000-0000-000000000004,2025-10-03,5.4,TRAINING
00000000-0000-0000-0000-000000000004,2025-10-04,7.4,MATCH
00000000-0000-0000-0000-000000000004,2025-10-05,,REST
00000000-0000-0000-0000-000000000004,2025-10-06,6.8,TRAINING
00000000-0000-0000-0000-000000000004,2025-10-07,5.5,TRAINING
00000000-0000-0000-0000-000000000004,2025-10-08,4.4,TRAINING
00000000-0000-0000-0000-000000000004,2025-10-09,4.4,TRAINING
00000000-0000-0000-0000-000000000004,2025-10-10,8.8,TRAINING
00000000-0000-0000-0000-000000000004,2025-10-11,5.3,MATCH
00000000-0000-0000-0000-000000000004,2025-10-12,,REST
00000000-0000-0000-0000-000000000004,2025-10-13,7.3,TRAINING
00000000-0000-0000-0000-000000000004,2025-10-14,5.9,TRAINING
00000000-0000-0000-0000-000000000004,2025-10-15,6.2,TRAINING
00000000-0000-0000-0000-000000000004,2025-10-16,6.9,TRAINING
00000000-0000-0000-0000-000000000004,2025-10-17,6.0,TRAINING
00000000-0000-0000-0000-000000000004,2025-10-18,7.2,MATCH
00000000-0000-0000-0000-000000000004,2025-10-19,,REST
00000000-0000-0000-0000-000000000004,2025-10-20,8.1,TRAINING
