user_id,date,rmssd,sdnn,ln_rmssd,ln_rmssd_7d,mean_rr,mean_hr,nn_count,valid
00000000-0000-0000-0000-000000000001,2025-10-11,63.56540747580769,41.941377865629,4.152069414761586,4.087737,847.55,70.79,245,True
00000000-0000-0000-0000-000000000001,2025-10-12,58.188150847398774,40.44232428076337,4.063681740322077,4.078505,855.06,70.17,216,True
00000000-0000-0000-0000-000000000001,2025-10-13,56.82410957015008,40.12070017984521,4.039960699930839,4.077693,835.04,71.85,226,True
00000000-0000-0000-0000-000000000001,2025-10-14,54.236457263974835,37.919633974050925,3.9933533255692946,4.065474,831.85,72.13,235,True
00000000-0000-0000-0000-000000000001,2025-10-15,60.413185240242655,43.34313554106931,4.101207379796594,4.07384,852.27,70.4,230,True
00000000-0000-0000-0000-000000000001,2025-10-16,57.73973514414763,41.19969154309825,4.05594558718145,4.071782,840.54,71.38,297,True
00000000-0000-0000-0000-000000000001,2025-10-17,60.63911771428228,42.59106081222986,4.104940191661685,4.073023,829.77,72.31,297,True
00000000-0000-0000-0000-000000000001,2025-10-18,58.318703211233064,41.3645053074061,4.065922851706152,4.060716,831.07,72.2,292,True
00000000-0000-0000-0000-000000000001,2025-10-19,59.3357901937826,41.779073799201576,4.083212668527079,4.063506,825.8,72.66,250,True
00000000-0000-0000-0000-000000000001,2025-10-20,64.82414214839017,44.477452837690024,4.171678097991855,4.082323,860.26,69.75,211,True
00000000-0000-0000-0000-000000000001,2025-10-21,53.77611703309109,38.50050652444516,3.9848294472874906,4.081105,829.74,72.31,278,True
00000000-0000-0000-0000-000000000001,2025-10-22,62.340547419330164,44.67500894847096,4.132612055489764,4.085592,877.41,68.38,269,True
00000000-0000-0000-0000-000000000001,2025-10-23,60.72527743345545,42.62357695917586,4.106360043563768,4.092794,865.62,69.31,262,True
00000000-0000-0000-0000-000000000001,2025-10-24,62.37377117053381,43.53571104774671,4.133144853204818,4.096823,840.52,71.38,267,True
00000000-0000-0000-0000-000000000001,2025-10-25,57.17045870980779,39.42265957376347,4.046037308854112,4.093982,824.21,72.8,284,True
00000000-0000-0000-0000-000000000001,2025-10-26,59.60719958413977,42.676576471604456,4.087776365167373,4.094634,824.6,72.76,278,True
00000000-0000-0000-0000-000000000001,2025-10-27,66.47515947116682,45.41970706423959,4.196828336090731,4.098227,832.72,72.05,281,True
00000000-0000-0000-0000-000000000001,2025-10-28,62.05263834537574,44.9836794274285,4.127983030414299,4.118677,844.75,71.03,246,True
00000000-0000-0000-0000-000000000001,2025-10-29,59.89441111868693,41.93335653208135,4.092583197240595,4.112959,823.06,72.9,233,True
00000000-0000-0000-0000-000000000001,2025-10-30,56.12935927582639,40.162959253794156,4.027659013884972,4.101716,843.14,71.16,296,True
00000000-0000-0000-0000-000000000001,2025-10-31,59.754739864823605,43.320474195539944,4.090248515946865,4.095588,841.07,71.34,221,True
00000000-0000-0000-0000-000000000001,2025-11-01,60.16096071576506,41.420515253340476,4.097023648858575,4.102872,820.76,73.1,264,True
00000000-0000-0000-0000-000000000001,2025-11-02,50.606556841114845,37.418599899268116,3.9240811497386328,4.079487,797.74,75.21,211,True
00000000-0000-0000-0000-000000000001,2025-11-03,63.69992118260541,43.502094800904864,4.154183325255616,4.073395,815.68,73.56,285,True
00000000-0000-0000-0000-000000000001,2025-11-04,56.4724121159861,38.564541813270395,4.033752237771354,4.059933,824.04,72.81,266,True
00000000-0000-0000-0000-000000000001,2025-11-05,54.76971902145,39.235261752847144,4.003137468628189,4.047155,813.11,73.79,244,True
00000000-0000-0000-0000-000000000001,2025-11-06,61.30110532577465,44.532919888130316,4.1157978741951755,4.059746,838.82,71.53,262,True
00000000-0000-0000-0000-000000000001,2025-11-07,63.85568501824858,43.76149780224832,4.1566256156057975,4.069229,837.29,71.66,222,True
00000000-0000-0000-0000-000000000001,2025-11-08,59.13679199901379,42.51847387410077,4.079853268770002,4.066776,837.85,71.61,296,True
00000000-0000-0000-0000-000000000001,2025-11-09,61.8408105777044,44.17206065995597,4.124563511853424,4.095416,849.22,70.65,236,True
00000000-0000-0000-0000-000000000001,2025-11-10,60.2076905486845,43.551938714660835,4.097800094133589,4.087361,856.09,70.09,216,True
00000000-0000-0000-0000-000000000001,2025-11-11,64.11397091313128,42.687246518052,4.160662295140939,4.105491,847.32,70.81,235,True
00000000-0000-0000-0000-000000000001,2025-11-12,58.622343380932456,41.6739818025839,4.071115910275828,4.115203,839.37,71.48,263,True
00000000-0000-0000-0000-000000000001,2025-11-13,57.947716766998646,41.655335410990986,4.059541168957766,4.107166,838.79,71.53,264,True
00000000-0000-0000-0000-000000000001,2025-11-14,57.611045656798325,40.90271099730898,4.053714314192283,4.092464,828.8,72.39,257,True
00000000-0000-0000-0000-000000000001,2025-11-15,55.17071408096178,39.40283894485054,4.0104322704842765,4.082547,837.17,71.67,211,True
00000000-0000-0000-0000-000000000001,2025-11-16,57.24719921572968,42.111450976709556,4.047378719241641,4.071521,830.07,72.28,227,True
00000000-0000-0000-0000-000000000001,2025-11-17,63.384102135547494,44.179351427939785,4.14921307503908,4.078865,848.5,70.71,295,True
00000000-0000-0000-0000-000000000001,2025-11-18,66.97087571263306,45.2698876736079,4.204257834029285,4.085093,853.64,70.29,271,True
00000000-0000-0000-0000-000000000001,2025-11-19,65.69460129016686,45.29012835792516,4.1850167499706705,4.101365,850.92,70.51,211,True
00000000-0000-0000-0000-000000000001,2025-11-20,52.691370270264464,39.43078139156982,3.9644516901511047,4.087781,853.72,70.28,221,True
00000000-0000-0000-0000-000000000001,2025-11-21,58.48243852167808,42.31581493860118,4.068726512959278,4.089925,837.04,71.68,239,True
00000000-0000-0000-0000-000000000001,2025-11-22,53.99737588940254,39.89853733752531,3.9889354507428227,4.086854,857.12,70.0,248,True
00000000-0000-0000-0000-000000000001,2025-11-23,66.28993585044799,45.49242385929731,4.194038088541985,4.107806,838.11,71.59,255,True
00000000-0000-0000-0000-000000000001,2025-11-24,52.32234475020691,38.33455848976968,3.9574235217068146,4.080407,830.56,72.24,289,True
00000000-0000-0000-0000-000000000001,2025-11-25,59.14560317844737,41.098754189664945,4.080002254245594,4.062656,845.94,70.93,215,True
00000000-0000-0000-0000-000000000001,2025-11-26,62.40547044532564,44.8359180111817,4.133652938925859,4.055319,839.37,71.48,215,True
00000000-0000-0000-0000-000000000001,2025-11-27,59.66335918213456,40.93091717230463,4.088718082934541,4.073071,840.69,71.37,220,True
00000000-0000-0000-0000-000000000001,2025-11-28,54.44060635032247,40.735161972153946,3.9971103156771988,4.06284,837.83,71.61,217,True
00000000-0000-0000-0000-000000000001,2025-11-29,58.183087044650286,41.55264604461659,4.06359471189747,4.073506,850.16,70.57,219,True
00000000-0000-0000-0000-000000000001,2025-11-30,59.1129412228516,42.27881231351591,4.079449872063121,4.057136,828.92,72.38,258,True
00000000-0000-0000-0000-000000000001,2025-12-01,54.58411407770206,41.173177742488036,3.99974288945858,4.063182,822.16,72.98,285,True
00000000-0000-0000-0000-000000000001,2025-12-02,61.397723210381585,42.0406247664988,4.117372753201426,4.06852,834.62,71.89,297,True
00000000-0000-0000-0000-000000000001,2025-12-03,58.13717973827641,40.83851777103108,4.062805385840592,4.058399,825.78,72.66,230,True
00000000-0000-0000-0000-000000000001,2025-12-04,63.50959986613824,42.51454219950787,4.151191073466556,4.067324,834.9,71.87,231,True
00000000-0000-0000-0000-000000000001,2025-12-05,56.52348761182275,40.02509093527385,4.034656261712722,4.072688,834.83,71.87,205,True
00000000-0000-0000-0000-000000000001,2025-12-06,64.11798548871806,43.73577138176569,4.160724909417453,4.086563,840.23,71.41,270,True
00000000-0000-0000-0000-000000000001,2025-12-07,63.25723068673525,42.7354754209927,4.1472094402315625,4.096243,837.22,71.67,234,True
00000000-0000-0000-0000-000000000001,2025-12-08,59.4848306233673,40.17260282276381,4.085721332540512,4.108526,805.67,74.47,239,True
00000000-0000-0000-0000-000000000001,2025-12-09,55.187408451581646,38.63917704594288,4.010734819501315,4.093292,822.02,72.99,254,True
00000000-0000-0000-0000-000000000001,2025-12-10,62.63629872139705,42.570932371686354,4.137344961836474,4.10394,822.55,72.94,238,True
00000000-0000-0000-0000-000000000001,2025-12-11,59.82835942841336,42.97287150646004,4.09147978647465,4.09541,816.04,73.53,264,True
00000000-0000-0000-0000-000000000001,2025-12-12,62.77813188404889,42.91947482598027,4.13960679442518,4.110403,829.37,72.34,220,True
00000000-0000-0000-0000-000000000001,2025-12-13,60.642266871425065,42.464787650155856,4.104992123079755,4.102441,803.84,74.64,250,True
00000000-0000-0000-0000-000000000001,2025-12-14,60.63148843523768,43.98115684068645,4.104814369266681,4.096385,811.46,73.94,268,True
00000000-0000-0000-0000-000000000001,2025-12-15,61.89155835113519,42.15880961554236,4.125383794803078,4.102051,848.49,70.71,255,True
00000000-0000-0000-0000-000000000001,2025-12-16,58.372088979138766,40.33827521245354,4.066837847150579,4.110066,822.17,72.98,268,True
00000000-0000-0000-0000-000000000001,2025-12-17,57.00934806145269,39.294186943936886,4.043215255465961,4.096619,812.72,73.83,233,True
00000000-0000-0000-0000-000000000001,2025-12-18,57.1543105853999,42.01911747498216,4.045754813212707,4.090086,846.42,70.89,212,True
00000000-0000-0000-0000-000000000001,2025-12-19,58.266783496255506,41.78254462916203,4.065032179635792,4.079433,828.44,72.43,272,True
00000000-0000-0000-0000-000000000001,2025-12-20,62.67735450551891,43.171640883974526,4.138000210239719,4.084148,839.68,71.46,291,True
00000000-0000-0000-0000-000000000001,2025-12-21,58.86123604987371,40.54646793641365,4.075182742412793,4.079915,839.95,71.43,297,True
00000000-0000-0000-0000-000000000001,2025-12-22,62.06227177299885,43.22560712679698,4.1281382644249955,4.080309,856.3,70.07,247,True
00000000-0000-0000-0000-000000000001,2025-12-23,62.15380631378011,43.38623433249358,4.129612060068192,4.089277,860.2,69.75,296,True
00000000-0000-0000-0000-000000000001,2025-12-24,57.52029085954028,42.198656113816504,4.052137770067953,4.090551,853.34,70.31,255,True
00000000-0000-0000-0000-000000000001,2025-12-25,57.88473511194566,41.42730023545314,4.058453707538483,4.092365,828.2,72.45,262,True
00000000-0000-0000-0000-000000000001,2025-12-26,59.767612699425456,42.18708571955874,4.090463920586674,4.095998,839.25,71.49,253,True
00000000-0000-0000-0000-000000000001,2025-12-27,61.784564524020475,42.89044082289045,4.1236535682836895,4.093949,847.65,70.78,288,True
00000000-0000-0000-0000-000000000001,2025-12-28,57.767505880746484,40.26450180841984,4.056426435600779,4.091269,839.64,71.46,251,True
00000000-0000-0000-0000-000000000001,2025-12-29,59.59278667925781,41.96682287149308,4.087534537875206,4.085469,832.04,72.11,236,True
00000000-0000-0000-0000-000000000002,2025-09-01,59.616162931410365,41.03531623582945,4.087926727430244,,810.7,74.01,206,True
00000000-0000-0000-0000-000000000002,2025-09-02,53.30304400881955,40.12868088365696,3.9759934404006896,,799.95,75.01,232,True
00000000-0000-0000-0000-000000000002,2025-09-03,57.22121204362496,39.243394382069155,4.0469246695651355,,791.72,75.78,291,True
00000000-0000-0000-0000-000000000002,2025-09-04,54.09848530392993,38.67431300396999,3.990806187381553,,798.04,75.18,261,True
00000000-0000-0000-0000-000000000002,2025-09-05,60.503284166213255,41.75409627843625,4.102697647302549,,803.11,74.71,213,True
00000000-0000-0000-0000-000000000002,2025-09-06,58.21403879778819,39.381534210070804,4.064126542106222,,814.53,73.66,224,True
00000000-0000-0000-0000-000000000002,2025-09-07,52.556131889840046,37.92993627801875,3.961881777287045,4.032908,789.74,75.97,241,True
00000000-0000-0000-0000-000000000002,2025-09-08,54.97535858246894,38.49395960182739,4.006885059065645,4.021331,817.46,73.4,246,True
00000000-0000-0000-0000-000000000002,2025-09-09,56.26762875411647,42.12210887216249,4.030119392058166,4.029063,805.92,74.45,267,True
00000000-0000-0000-0000-000000000002,2025-09-10,54.80209207237702,39.618182900936766,4.003728369728496,4.022892,811.59,73.93,266,True
00000000-0000-0000-0000-000000000002,2025-09-11,56.31404364885708,39.60900755036319,4.0309439471812105,4.028626,813.16,73.79,300,True
00000000-0000-0000-0000-000000000002,2025-09-12,56.43850307075217,38.47047228316793,4.033151604144441,4.018691,813.02,73.8,254,True
00000000-0000-0000-0000-000000000002,2025-09-13,57.42235696270705,40.5372107247796,4.050433721616191,4.016735,795.45,75.43,295,True
00000000-0000-0000-0000-000000000002,2025-09-14,57.40625279356604,40.35764769175485,4.050153231078498,4.029345,809.72,74.1,216,True
00000000-0000-0000-0000-000000000002,2025-09-15,58.91954657717962,39.8730727406693,4.076172895997602,4.039243,799.78,75.02,272,True
00000000-0000-0000-0000-000000000002,2025-09-16,51.33802587961043,36.42127695137519,3.9384317228067482,4.026145,790.69,75.88,216,True
00000000-0000-0000-0000-000000000002,2025-09-17,60.8551685902402,41.81288106745428,4.108496755682394,4.041112,814.2,73.69,293,True
00000000-0000-0000-0000-000000000002,2025-09-18,59.351844102489444,41.049720367003175,4.083483192224007,4.048618,801.4,74.87,214,True
00000000-0000-0000-0000-000000000002,2025-09-19,57.126145082949314,40.21033720783444,4.045261894229209,4.050348,799.54,75.04,214,True
00000000-0000-0000-0000-000000000002,2025-09-20,59.13783469468701,40.600913722658426,4.079870900542807,4.054553,803.29,74.69,293,True
00000000-0000-0000-0000-000000000002,2025-09-21,54.006061039780946,40.64015982003582,3.989096281743096,4.045831,818.39,73.31,254,True
00000000-0000-0000-0000-000000000002,2025-09-22,59.880302220746756,40.250072352406605,4.09234760664535,4.048141,794.1,75.56,255,True
00000000-0000-0000-0000-000000000002,2025-09-23,56.36499886382882,40.28144361567164,4.031848378339107,4.061486,802.68,74.75,212,True
00000000-0000-0000-0000-000000000002,2025-09-24,57.128636706599615,41.101800652023556,4.045305509447963,4.052459,809.97,74.08,290,True
00000000-0000-0000-0000-000000000002,2025-09-25,56.77102027034514,40.22828169556853,4.0390259890194695,4.046108,795.74,75.4,288,True
00000000-0000-0000-0000-000000000002,2025-09-26,50.45711415342236,36.99136730322093,3.9211237508010472,4.028374,804.3,74.6,251,True
00000000-0000-0000-0000-000000000002,2025-09-27,59.396971570129836,39.90239638635973,4.08424324140104,4.028999,810.38,74.04,204,True
00000000-0000-0000-0000-000000000002,2025-09-28,57.672407142993144,41.75138914987339,4.0547788467075625,4.038382,804.55,74.58,267,True
00000000-0000-0000-0000-000000000002,2025-09-29,59.155635076208796,41.91673222298596,4.080171853447318,4.036643,811.11,73.97,252,True
00000000-0000-0000-0000-000000000002,2025-09-30,57.15669563002545,40.31331104319588,4.04579654225884,4.038635,812.89,73.81,219,True
00000000-0000-0000-0000-000000000002,2025-10-01,48.31281202850114,36.3827590992325,3.877696784872733,4.014691,812.01,73.89,216,True
00000000-0000-0000-0000-000000000002,2025-10-02,61.18701660244626,43.36340780894587,4.113935019993066,4.025392,817.67,73.38,234,True
00000000-0000-0000-0000-000000000002,2025-10-03,56.3966196984028,39.49249286211341,4.032409222282392,4.04129,814.79,73.64,282,True
00000000-0000-0000-0000-000000000002,2025-10-04,56.595158979237915,39.982356147449494,4.0359234511490465,4.034387,829.44,72.34,239,True
00000000-0000-0000-0000-000000000002,2025-10-05,64.11409670927715,44.401911038819264,4.1606642572097465,4.049514,822.73,72.93,282,True
00000000-0000-0000-0000-000000000002,2025-10-06,54.51545722975632,40.563131166318875,3.9984842803515743,4.037844,836.99,71.69,266,True
00000000-0000-0000-0000-000000000002,2025-10-07,58.76921970064473,42.58696160444379,4.073618243365151,4.041819,824.29,72.79,237,True
00000000-0000-0000-0000-000000000002,2025-10-08,53.21491809115196,37.22394445420811,3.974338772285809,4.055625,814.56,73.66,231,True
00000000-0000-0000-0000-000000000002,2025-10-09,60.91733773375991,41.57614827962178,4.109517826050374,4.054994,812.74,73.82,293,True
00000000-0000-0000-0000-000000000002,2025-10-10,56.47614042359232,39.21178836623136,4.033818255573685,4.055195,791.17,75.84,285,True
00000000-0000-0000-0000-000000000002,2025-10-11,56.58331847227043,39.99154073857749,4.035714215130374,4.055165,825.44,72.69,210,True
00000000-0000-0000-0000-000000000002,2025-10-12,54.62676077810218,38.69331531192495,4.00052388682032,4.032288,817.75,73.37,231,True
00000000-0000-0000-0000-000000000002,2025-10-13,57.568163875028034,40.270070492964514,4.052969704398104,4.040072,801.44,74.87,213,True
00000000-0000-0000-0000-000000000002,2025-10-14,53.507633273576566,39.489121103172934,3.9798243217351983,4.026672,802.79,74.74,250,True
00000000-0000-0000-0000-000000000002,2025-10-15,54.06935458301732,39.35867820611076,3.9902675666298153,4.028948,811.4,73.95,298,True
00000000-0000-0000-0000-000000000002,2025-10-16,59.09033902025403,40.980602771289384,4.079067442695229,4.024598,789.72,75.98,268,True
00000000-0000-0000-0000-000000000002,2025-10-17,54.79447677133587,40.604962296581526,4.003589400030197,4.02028,816.34,73.5,263,True
00000000-0000-0000-0000-000000000002,2025-10-18,51.820342069511405,38.787296227627714,3.947782776222007,4.007718,803.16,74.7,205,True
00000000-0000-0000-0000-000000000002,2025-10-19,57.707426914206586,41.76008115121384,4.055385881248303,4.015555,814.28,73.68,248,True
00000000-0000-0000-0000-000000000002,2025-10-20,57.47391257857541,43.13082286640556,4.051331150567267,4.015321,816.04,73.53,259,True
00000000-0000-0000-0000-000000000002,2025-10-21,52.69923719100873,37.8862593919509,3.9646009808886453,4.013146,799.69,75.03,221,True
00000000-0000-0000-0000-000000000002,2025-10-22,49.97118282054886,38.357300824974,3.9114464956893142,4.001886,811.9,73.9,244,True
00000000-0000-0000-0000-000000000002,2025-10-23,55.23362972778984,38.3337473895406,4.0115720019743275,3.992244,800.05,75.0,226,True
00000000-0000-0000-0000-000000000002,2025-10-24,53.57160522317664,37.31235792602115,3.9810191744089582,3.98902,793.48,75.62,261,True
00000000-0000-0000-0000-000000000002,2025-10-25,59.17418913738809,41.02984693626863,4.080485452515933,4.007977,798.8,75.11,259,True
00000000-0000-0000-0000-000000000002,2025-10-26,63.692778577325306,43.1514134712276,4.1540711900186515,4.022075,810.81,74.0,264,True
00000000-0000-0000-0000-000000000002,2025-10-27,55.48075669440803,38.911099457981614,4.01603623440207,4.017033,786.47,76.29,241,True
00000000-0000-0000-0000-000000000002,2025-10-28,53.98380356980149,39.11124209169518,3.9886840676825432,4.020474,805.17,74.52,282,True
00000000-0000-0000-0000-000000000002,2025-10-29,58.37394328703233,39.76818216422156,4.066869613675877,4.042677,802.45,74.77,285,True
00000000-0000-0000-0000-000000000002,2025-10-30,56.52308562663647,40.5105142360183,4.034649149861831,4.045974,774.43,77.48,288,True
00000000-0000-0000-0000-000000000002,2025-10-31,61.471387935930075,42.45733398976881,4.118571829742103,4.065624,804.81,74.55,255,True
00000000-0000-0000-0000-000000000002,2025-11-01,61.74822842830983,42.34276738720967,4.123065285676454,4.071707,782.61,76.67,265,True
00000000-0000-0000-0000-000000000002,2025-11-02,57.8444379767976,42.31255674215244,4.057757303413211,4.057948,791.43,75.81,273,True
00000000-0000-0000-0000-000000000002,2025-11-03,63.20223330921845,41.0379023772172,4.146339637699646,4.076562,793.33,75.63,237,True
00000000-0000-0000-0000-000000000002,2025-11-04,57.60722077360712,39.564245773696406,4.053647920497757,4.085843,786.04,76.33,288,True
00000000-0000-0000-0000-000000000002,2025-11-05,53.15284760457495,38.544178784067796,3.9731716801086523,4.072458,783.11,76.62,252,True
00000000-0000-0000-0000-000000000002,2025-11-06,55.202395549760425,38.87021597126277,4.011006349981987,4.06908,785.4,76.39,213,True
00000000-0000-0000-0000-000000000002,2025-11-07,52.188288027061326,37.0217469721228,3.9548581024168095,4.045692,791.21,75.83,275,True
00000000-0000-0000-0000-000000000002,2025-11-08,61.61852920096651,42.05871227043889,4.120962624025599,4.045392,792.26,75.73,289,True
00000000-0000-0000-0000-000000000002,2025-11-09,57.07731558941838,39.86425841959955,4.044406762585755,4.043485,799.31,75.06,266,True
00000000-0000-0000-0000-000000000002,2025-11-10,54.29263133558035,38.40615475134285,3.9943885148876017,4.021777,794.8,75.49,268,True
00000000-0000-0000-0000-000000000002,2025-11-11,50.93143042791236,37.15057841983252,3.930480226657855,4.004182,809.15,74.15,290,True
00000000-0000-0000-0000-000000000002,2025-11-12,58.6776992696059,43.53731654039513,4.072059744421698,4.018309,789.46,76.0,213,True
00000000-0000-0000-0000-000000000002,2025-11-13,55.14837766873966,38.494070834516435,4.0100273285622015,4.018169,787.11,76.23,288,True
00000000-0000-0000-0000-000000000002,2025-11-14,57.08224053756351,41.01716964693752,4.044493044423478,4.030974,815.31,73.59,220,True
00000000-0000-0000-0000-000000000002,2025-11-15,59.32485215467513,40.16600616229669,4.083028310193566,4.025555,808.87,74.18,236,True
00000000-0000-0000-0000-000000000002,2025-11-16,56.5560504927993,40.663391667380196,4.0352321905221675,4.024244,797.44,75.24,229,True
00000000-0000-0000-0000-000000000002,2025-11-17,60.75256642952053,42.15772715252373,4.106809327081756,4.040304,822.86,72.92,266,True
00000000-0000-0000-0000-000000000002,2025-11-18,60.16182553644852,41.86706448920373,4.097038023869501,4.064098,811.92,73.9,284,True
00000000-0000-0000-0000-000000000002,2025-11-19,62.87933716231036,42.40235537786777,4.141217606753533,4.073978,830.54,72.24,212,True
00000000-0000-0000-0000-000000000002,2025-11-20,60.55249943225978,42.36773273769077,4.1035107479623445,4.087333,829.43,72.34,289,True
00000000-0000-0000-0000-000000000002,2025-11-21,57.12065624434325,40.08768573415509,4.045165806836888,4.087429,834.75,71.88,246,True
00000000-0000-0000-0000-000000000002,2025-11-22,56.853450276802235,40.73473049174589,4.040476909239752,4.08135,809.56,74.11,269,True
00000000-0000-0000-0000-000000000002,2025-11-23,57.30142765020691,41.567502475013846,4.048325538771689,4.083221,825.9,72.65,210,True
00000000-0000-0000-0000-000000000002,2025-11-24,59.45897013698156,43.24385088539177,4.085286497153919,4.080146,796.42,75.34,287,True
00000000-0000-0000-0000-000000000002,2025-11-25,55.38114053888096,40.66930891067097,4.014239112310106,4.068317,804.28,74.6,218,True
00000000-0000-0000-0000-000000000002,2025-11-26,56.243104879218166,38.544849234014976,4.029683453645986,4.052384,795.33,75.44,286,True
00000000-0000-0000-0000-000000000002,2025-11-27,61.901295421371586,41.59540001181929,4.12554110711893,4.055531,813.86,73.72,244,True
00000000-0000-0000-0000-000000000002,2025-11-28,54.26645192109465,40.25329159424186,3.993906207664515,4.048208,797.71,75.22,257,True
00000000-0000-0000-0000-000000000002,2025-11-29,57.42882428544654,39.18945748881043,4.050546342534427,4.049647,803.58,74.67,240,True
