athlete_id,date,rpe,duration_min,srpe,fatigue,stress,doms,sleep
00000000-0000-0000-0000-000000000001,2025-10-07,5.7,84.4,484.2,2.0,3.0,2.0,2.0
00000000-0000-0000-0000-000000000001,2025-10-08,5.0,81.9,412.2,2.0,3.0,2.0,1.0
00000000-0000-0000-0000-000000000001,2025-10-09,4.5,69.6,313.5,1.0,1.0,1.0,3.0
00000000-0000-0000-0000-000000000001,2025-10-10,4.9,57.1,281.2,,3.0,3.0,2.0
00000000-0000-0000-0000-000000000001,2025-10-11,8.0,87.7,700.1,2.0,2.0,3.0,1.0
00000000-0000-0000-0000-000000000001,2025-10-12,,,0.0,1.0,2.0,1.0,3.0
00000000-0000-0000-0000-000000000001,2025-10-13,5.5,82.2,453.7,1.0,1.0,2.0,2.0
00000000-0000-0000-0000-000000000001,2025-10-14,6.2,85.0,524.3,1.0,2.0,3.0,2.0
00000000-0000-0000-0000-000000000001,2025-10-15,5.4,68.7,367.4,1.0,2.0,2.0,2.0
00000000-0000-0000-0000-000000000001,2025-10-16,5.4,49.7,267.4,3.0,1.0,2.0,3.0
00000000-0000-0000-0000-000000000001,2025-10-17,3.3,55.2,183.6,3.0,2.0,2.0,2.0
00000000-0000-0000-0000-000000000001,2025-10-18,6.5,92.0,598.2,4.0,2.0,2.0,3.0
00000000-0000-0000-0000-000000000001,2025-10-19,,,0.0,2.0,2.0,2.0,1.0
00000000-0000-0000-0000-000000000001,2025-10-20,4.1,69.3,287.1,1.0,2.0,,2.0
00000000-0000-0000-0000-000000000001,2025-10-21,7.4,69.7,518.9,3.0,2.0,1.0,2.0
00000000-0000-0000-0000-000000000001,2025-10-22,6.6,61.0,403.0,2.0,2.0,2.0,3.0
00000000-0000-0000-0000-000000000001,2025-10-23,5.2,60.7,315.4,2.0,2.0,4.0,3.0
00000000-0000-0000-0000-000000000001,2025-10-24,5.0,87.6,437.3,3.0,2.0,2.0,1.0
00000000-0000-0000-0000-000000000001,2025-10-25,5.8,92.2,532.1,1.0,3.0,3.0,2.0
00000000-0000-0000-0000-000000000001,2025-10-26,,,0.0,2.0,3.0,2.0,1.0
00000000-0000-0000-0000-000000000001,2025-10-27,8.8,66.1,580.6,1.0,3.0,1.0,3.0
00000000-0000-0000-0000-000000000001,2025-10-28,5.0,76.1,380.1,1.0,,1.0,4.0
00000000-0000-0000-0000-000000000001,2025-10-29,7.1,78.5,554.0,2.0,1.0,3.0,2.0
00000000-0000-0000-0000-000000000001,2025-10-30,8.3,99.0,821.8,,3.0,3.0,3.0
00000000-0000-0000-0000-000000000001,2025-10-31,7.7,59.6,460.0,3.0,1.0,4.0,2.0
00000000-0000-0000-0000-000000000001,2025-11-01,10.0,91.1,911.0,2.0,2.0,3.0,3.0
00000000-0000-0000-0000-000000000001,2025-11-02,,,0.0,2.0,2.0,4.0,2.0
00000000-0000-0000-0000-000000000001,2025-11-03,7.5,87.5,659.8,3.0,3.0,1.0,2.0
00000000-0000-0000-0000-000000000001,2025-11-04,6.0,96.9,585.1,1.0,1.0,2.0,2.0
00000000-0000-0000-0000-000000000001,2025-11-05,3.7,65.4,243.1,2.0,2.0,2.0,2.0
00000000-0000-0000-0000-000000000001,2025-11-06,4.1,69.2,284.2,3.0,2.0,3.0,2.0
00000000-0000-0000-0000-000000000001,2025-11-07,3.4,84.5,290.3,4.0,2.0,2.0,1.0
00000000-0000-0000-0000-000000000001,2025-11-08,7.3,82.6,601.5,1.0,2.0,1.0,2.0
00000000-0000-0000-0000-000000000001,2025-11-09,,,0.0,1.0,3.0,3.0,2.0
00000000-0000-0000-0000-000000000001,2025-11-10,4.0,79.7,316.9,2.0,1.0,2.0,2.0
00000000-0000-0000-0000-000000000001,2025-11-11,6.8,105.0,709.2,1.0,1.0,2.0,3.0
00000000-0000-0000-0000-000000000001,2025-11-12,9.9,81.2,801.7,2.0,1.0,2.0,1.0
00000000-0000-0000-0000-000000000001,2025-11-13,4.0,43.0,172.8,1.0,4.0,3.0,1.0
00000000-0000-0000-0000-000000000001,2025-11-14,5.9,62.8,370.7,2.0,1.0,3.0,2.0
00000000-0000-0000-0000-000000000001,2025-11-15,7.1,86.9,615.9,1.0,2.0,1.0,2.0
00000000-0000-0000-0000-000000000001,2025-11-16,,,0.0,2.0,2.0,1.0,2.0
00000000-0000-0000-0000-000000000001,2025-11-17,5.3,91.0,481.2,2.0,2.0,2.0,3.0
00000000-0000-0000-0000-000000000001,2025-11-18,5.7,72.6,416.5,1.0,1.0,2.0,2.0
00000000-0000-0000-0000-000000000001,2025-11-19,3.9,49.9,196.9,2.0,1.0,1.0,2.0
00000000-0000-0000-0000-000000000001,2025-11-20,4.8,74.2,353.9,1.0,2.0,3.0,2.0
00000000-0000-0000-0000-000000000001,2025-11-21,8.2,77.0,627.3,1.0,2.0,2.0,2.0
00000000-0000-0000-0000-000000000001,2025-11-22,8.5,87.5,742.3,1.0,3.0,1.0,4.0
00000000-0000-0000-0000-000000000001,2025-11-23,,,0.0,1.0,2.0,2.0,2.0
00000000-0000-0000-0000-000000000001,2025-11-24,3.7,60.5,225.3,2.0,1.0,2.0,2.0
00000000-0000-0000-0000-000000000001,2025-11-25,4.4,106.9,471.8,2.0,2.0,2.0,2.0
00000000-0000-0000-0000-000000000001,2025-11-26,4.3,87.6,373.8,1.0,2.0,1.0,2.0
00000000-0000-0000-0000-000000000001,2025-11-27,4.1,89.0,368.8,2.0,1.0,3.0,2.0
00000000-0000-0000-0000-000000000001,2025-11-28,6.1,72.7,441.5,,3.0,2.0,2.0
00000000-0000-0000-0000-000000000001,2025-11-29,7.5,86.7,646.9,2.0,2.0,1.0,2.0
00000000-0000-0000-0000-000000000001,2025-11-30,,,0.0,1.0,2.0,2.0,1.0
00000000-0000-0000-0000-000000000001,2025-12-01,6.2,68.2,420.6,2.0,1.0,,3.0
00000000-0000-0000-0000-000000000001,2025-12-02,3.7,55.8,204.4,4.0,2.0,2.0,2.0
00000000-0000-0000-0000-000000000001,2025-12-03,5.8,98.7,568.3,3.0,2.0,3.0,2.0
00000000-0000-0000-0000-000000000001,2025-12-04,5.7,73.2,420.3,3.0,2.0,3.0,2.0
00000000-0000-0000-0000-000000000001,2025-12-05,5.9,94.6,560.8,2.0,1.0,3.0,1.0
00000000-0000-0000-0000-000000000001,2025-12-06,7.7,87.9,678.9,,1.0,1.0,2.0
00000000-0000-0000-0000-000000000001,2025-12-07,,,0.0,2.0,2.0,1.0,3.0
00000000-0000-0000-0000-000000000001,2025-12-08,10.0,81.4,814.3,1.0,2.0,3.0,3.0
00000000-0000-0000-0000-000000000001,2025-12-09,10.0,77.7,777.5,3.0,2.0,2.0,2.0
00000000-0000-0000-0000-000000000001,2025-12-10,5.5,54.5,299.4,1.0,2.0,3.0,1.0
00000000-0000-0000-0000-000000000001,2025-12-11,10.0,100.9,1008.5,3.0,1.0,1.0,2.0
00000000-0000-0000-0000-000000000001,2025-12-12,7.8,69.3,543.4,2.0,1.0,3.0,1.0
00000000-0000-0000-0000-000000000001,2025-12-13,10.0,84.5,844.6,2.0,2.0,3.0,3.0
00000000-0000-0000-0000-000000000001,2025-12-14,,,0.0,3.0,1.0,3.0,1.0
00000000-0000-0000-0000-000000000001,2025-12-15,4.2,84.6,352.0,3.0,1.0,1.0,2.0
00000000-0000-0000-0000-000000000001,2025-12-16,4.9,74.9,367.7,3.0,2.0,2.0,1.0
00000000-0000-0000-0000-000000000001,2025-12-17,5.3,80.1,420.7,2.0,4.0,1.0,3.0
00000000-0000-0000-0000-000000000001,2025-12-18,7.6,76.4,581.2,,3.0,3.0,2.0
00000000-0000-0000-0000-000000000001,2025-12-19,6.5,44.2,286.1,2.0,2.0,3.0,2.0
00000000-0000-0000-0000-000000000001,2025-12-20,7.5,85.8,639.2,2.0,1.0,2.0,3.0
00000000-0000-0000-0000-000000000001,2025-12-21,,,0.0,3.0,3.0,2.0,2.0
00000000-0000-0000-0000-000000000001,2025-12-22,3.7,61.8,227.0,1.0,2.0,2.0,1.0
00000000-0000-0000-0000-000000000001,2025-12-23,5.0,88.7,443.6,2.0,3.0,3.0,2.0
00000000-0000-0000-0000-000000000001,2025-12-24,3.5,75.5,264.9,2.0,1.0,2.0,2.0
00000000-0000-0000-0000-000000000001,2025-12-25,4.8,70.1,334.6,1.0,2.0,2.0,1.0
00000000-0000-0000-0000-000000000001,2025-12-26,7.0,83.1,581.8,3.0,3.0,3.0,2.0
00000000-0000-0000-0000-000000000001,2025-12-27,8.8,89.2,788.5,1.0,2.0,2.0,3.0
00000000-0000-0000-0000-000000000001,2025-12-28,,,0.0,2.0,2.0,1.0,2.0
00000000-0000-0000-0000-000000000001,2025-12-29,4.5,71.6,319.2,1.0,2.0,2.0,1.0
00000000-0000-0000-0000-000000000002,2025-09-01,4.9,78.7,385.2,2.0,1.0,2.0,1.0
00000000-0000-0000-0000-000000000002,2025-09-02,5.9,57.9,342.2,2.0,2.0,2.0,3.0
00000000-0000-0000-0000-000000000002,2025-09-03,4.8,96.6,461.4,1.0,1.0,2.0,2.0
00000000-0000-0000-0000-000000000002,2025-09-04,3.8,43.3,162.5,1.0,2.0,2.0,1.0
00000000-0000-0000-0000-000000000002,2025-09-05,2.7,75.4,204.2,2.0,1.0,2.0,1.0
00000000-0000-0000-0000-000000000002,2025-09-06,7.5,89.4,673.4,2.0,2.0,1.0,1.0
00000000-0000-0000-0000-000000000002,2025-09-07,,,0.0,2.0,1.0,4.0,3.0
00000000-0000-0000-0000-000000000002,2025-09-08,7.3,34.9,255.6,2.0,2.0,2.0,2.0
00000000-0000-0000-0000-000000000002,2025-09-09,6.1,98.4,599.8,,1.0,3.0,2.0
00000000-0000-0000-0000-000000000002,2025-09-10,3.8,69.3,263.9,2.0,2.0,,2.0
00000000-0000-0000-0000-000000000002,2025-09-11,4.4,61.6,269.2,2.0,1.0,1.0,2.0
00000000-0000-0000-0000-000000000002,2025-09-12,5.0,96.4,483.1,4.0,3.0,1.0,2.0
00000000-0000-0000-0000-000000000002,2025-09-13,9.3,88.3,824.7,2.0,2.0,2.0,1.0
00000000-0000-0000-0000-000000000002,2025-09-14,,,0.0,1.0,2.0,2.0,1.0
00000000-0000-0000-0000-000000000002,2025-09-15,8.4,75.5,631.3,2.0,1.0,2.0,3.0
00000000-0000-0000-0000-000000000002,2025-09-16,8.1,73.6,598.4,,3.0,3.0,3.0
00000000-0000-0000-0000-000000000002,2025-09-17,5.7,80.5,458.5,2.0,1.0,2.0,2.0
00000000-0000-0000-0000-000000000002,2025-09-18,10.0,87.8,877.7,1.0,3.0,3.0,3.0
00000000-0000-0000-0000-000000000002,2025-09-19,4.4,89.5,397.5,1.0,2.0,2.0,2.0
00000000-0000-0000-0000-000000000002,2025-09-20,7.1,87.6,625.0,2.0,,2.0,2.0
00000000-0000-0000-0000-000000000002,2025-09-21,,,0.0,1.0,2.0,2.0,2.0
00000000-0000-0000-0000-000000000002,2025-09-22,10.0,75.5,754.7,2.0,1.0,2.0,1.0
00000000-0000-0000-0000-000000000002,2025-09-23,8.9,75.2,667.6,1.0,2.0,3.0,3.0
00000000-0000-0000-0000-000000000002,2025-09-24,9.0,81.4,733.0,2.0,2.0,2.0,3.0
00000000-0000-0000-0000-000000000002,2025-09-25,3.9,85.0,330.8,1.0,2.0,1.0,2.0
00000000-0000-0000-0000-000000000002,2025-09-26,6.0,53.4,322.4,2.0,3.0,,2.0
00000000-0000-0000-0000-000000000002,2025-09-27,10.0,90.4,904.2,2.0,2.0,,2.0
00000000-0000-0000-0000-000000000002,2025-09-28,,,0.0,3.0,1.0,1.0,1.0
00000000-0000-0000-0000-000000000002,2025-09-29,4.5,87.5,390.1,2.0,1.0,1.0,1.0
00000000-0000-0000-0000-000000000002,2025-09-30,3.5,68.9,240.2,3.0,1.0,1.0,1.0
00000000-0000-0000-0000-000000000002,2025-10-01,4.6,74.3,343.5,2.0,2.0,1.0,1.0
00000000-0000-0000-0000-000000000002,2025-10-02,5.9,59.9,354.4,2.0,2.0,2.0,1.0
00000000-0000-0000-0000-000000000002,2025-10-03,6.6,75.9,500.2,1.0,2.0,2.0,1.0
00000000-0000-0000-0000-000000000002,2025-10-04,5.6,80.2,449.8,2.0,2.0,2.0,3.0
00000000-0000-0000-0000-000000000002,2025-10-05,,,0.0,2.0,3.0,2.0,3.0
00000000-0000-0000-0000-000000000002,2025-10-06,5.5,71.7,392.9,1.0,1.0,3.0,1.0
00000000-0000-0000-0000-000000000002,2025-10-07,5.3,74.6,398.6,2.0,1.0,2.0,1.0
00000000-0000-0000-0000-000000000002,2025-10-08,5.8,89.2,520.9,1.0,2.0,4.0,3.0
00000000-0000-0000-0000-000000000002,2025-10-09,3.8,57.4,220.1,2.0,1.0,1.0,1.0
00000000-0000-0000-0000-000000000002,2025-10-10,3.9,79.3,306.2,1.0,3.0,1.0,2.0
00000000-0000-0000-0000-000000000002,2025-10-11,8.7,87.8,768.2,2.0,1.0,2.0,2.0
00000000-0000-0000-0000-000000000002,2025-10-12,,,0.0,1.0,2.0,2.0,1.0
00000000-0000-0000-0000-000000000002,2025-10-13,1.7,49.4,86.4,1.0,,2.0,1.0
00000000-0000-0000-0000-000000000002,2025-10-14,4.3,66.6,283.2,2.0,3.0,2.0,3.0
00000000-0000-0000-0000-000000000002,2025-10-15,4.9,75.6,369.4,3.0,2.0,1.0,2.0
00000000-0000-0000-0000-000000000002,2025-10-16,5.0,90.7,456.6,1.0,,1.0,2.0
00000000-0000-0000-0000-000000000002,2025-10-17,4.5,62.1,278.4,1.0,1.0,2.0,1.0
00000000-0000-0000-0000-000000000002,2025-10-18,8.0,82.3,656.8,2.0,1.0,3.0,2.0
00000000-0000-0000-0000-000000000002,2025-10-19,,,0.0,2.0,2.0,1.0,2.0
00000000-0000-0000-0000-000000000002,2025-10-20,6.1,76.5,465.7,2.0,2.0,2.0,3.0
00000000-0000-0000-0000-000000000002,2025-10-21,5.3,98.8,521.7,2.0,1.0,2.0,2.0
00000000-0000-0000-0000-000000000002,2025-10-22,4.6,105.9,483.6,3.0,2.0,2.0,3.0
00000000-0000-0000-0000-000000000002,2025-10-23,5.2,55.8,288.3,1.0,2.0,3.0,2.0
00000000-0000-0000-0000-000000000002,2025-10-24,5.6,58.9,329.9,2.0,3.0,4.0,2.0
00000000-0000-0000-0000-000000000002,2025-10-25,6.7,92.0,620.7,2.0,2.0,1.0,3.0
00000000-0000-0000-0000-000000000002,2025-10-26,,,0.0,1.0,1.0,1.0,2.0
00000000-0000-0000-0000-000000000002,2025-10-27,9.5,65.7,623.8,1.0,3.0,3.0,2.0
00000000-0000-0000-0000-000000000002,2025-10-28,10.0,92.4,923.6,1.0,1.0,3.0,2.0
00000000-0000-0000-0000-000000000002,2025-10-29,10.0,82.9,829.4,3.0,2.0,,2.0
00000000-0000-0000-0000-000000000002,2025-10-30,10.0,46.8,467.9,2.0,1.0,2.0,3.0
00000000-0000-0000-0000-000000000002,2025-10-31,7.5,62.0,467.1,2.0,1.0,2.0,2.0
00000000-0000-0000-0000-000000000002,2025-11-01,10.0,87.1,871.4,2.0,2.0,1.0,3.0
00000000-0000-0000-0000-000000000002,2025-11-02,,,0.0,1.0,2.0,3.0,3.0
00000000-0000-0000-0000-000000000002,2025-11-03,5.3,103.2,542.1,3.0,4.0,3.0,2.0
00000000-0000-0000-0000-000000000002,2025-11-04,5.2,81.2,426.0,2.0,2.0,2.0,1.0
00000000-0000-0000-0000-000000000002,2025-11-05,5.2,76.1,392.2,2.0,3.0,1.0,2.0
00000000-0000-0000-0000-000000000002,2025-11-06,5.5,81.7,450.2,2.0,2.0,1.0,3.0
00000000-0000-0000-0000-000000000002,2025-11-07,7.2,99.7,722.7,2.0,2.0,2.0,2.0
00000000-0000-0000-0000-000000000002,2025-11-08,7.8,92.9,725.9,3.0,3.0,1.0,2.0
00000000-0000-0000-0000-000000000002,2025-11-09,,,0.0,1.0,3.0,3.0,3.0
00000000-0000-0000-0000-000000000002,2025-11-10,3.8,73.7,278.1,3.0,1.0,2.0,2.0
00000000-0000-0000-0000-000000000002,2025-11-11,6.9,88.0,608.0,2.0,2.0,2.0,3.0
00000000-0000-0000-0000-000000000002,2025-11-12,5.8,88.3,513.7,1.0,2.0,2.0,1.0
00000000-0000-0000-0000-000000000002,2025-11-13,6.2,93.0,580.0,3.0,2.0,1.0,1.0
00000000-0000-0000-0000-000000000002,2025-11-14,5.9,69.7,413.4,3.0,2.0,1.0,1.0
00000000-0000-0000-0000-000000000002,2025-11-15,7.8,75.3,590.4,2.0,2.0,2.0,
00000000-0000-0000-0000-000000000002,2025-11-16,,,0.0,2.0,2.0,2.0,1.0
00000000-0000-0000-0000-000000000002,2025-11-17,6.1,30.0,182.2,2.0,2.0,2.0,2.0
00000000-0000-0000-0000-000000000002,2025-11-18,2.9,81.8,238.4,4.0,3.0,1.0,3.0
00000000-0000-0000-0000-000000000002,2025-11-19,6.2,57.6,357.8,3.0,2.0,2.0,2.0
00000000-0000-0000-0000-000000000002,2025-11-20,4.4,95.6,423.5,2.0,3.0,2.0,2.0
00000000-0000-0000-0000-000000000002,2025-11-21,4.8,108.6,518.7,2.0,2.0,2.0,2.0
00000000-0000-0000-0000-000000000002,2025-11-22,7.5,92.0,690.1,1.0,1.0,1.0,2.0
00000000-0000-0000-0000-000000000002,2025-11-23,,,0.0,1.0,1.0,1.0,3.0
00000000-0000-0000-0000-000000000002,2025-11-24,7.9,77.0,610.0,2.0,3.0,1.0,2.0
00000000-0000-0000-0000-000000000002,2025-11-25,4.0,73.4,293.2,4.0,2.0,3.0,1.0
00000000-0000-0000-0000-000000000002,2025-11-26,5.4,54.5,297.0,2.0,,2.0,3.0
00000000-0000-0000-0000-000000000002,2025-11-27,5.1,63.9,326.8,4.0,,2.0,2.0
00000000-0000-0000-0000-000000000002,2025-11-28,6.9,75.5,520.1,1.0,2.0,1.0,3.0
00000000-0000-0000-0000-000000000002,2025-11-29,7.2,89.5,645.7,1.0,1.0,1.0,1.0
00000000-0000-0000-0000-000000000002,2025-11-30,,,0.0,3.0,1.0,2.0,2.0
00000000-0000-0000-0000-000000000002,2025-12-01,5.8,84.3,491.6,4.0,2.0,1.0,3.0
00000000-0000-0000-0000-000000000002,2025-12-02,4.0,59.4,237.5,2.0,2.0,,2.0
00000000-0000-0000-0000-000000000002,2025-12-03,7.2,68.8,492.5,3.0,2.0,1.0,2.0
00000000-0000-0000-0000-000000000002,2025-12-04,3.4,81.7,275.6,2.0,1.0,1.0,2.0
00000000-0000-0000-0000-000000000002,2025-12-05,6.2,52.0,322.4,2.0,2.0,1.0,1.0
00000000-0000-0000-0000-000000000002,2025-12-06,7.7,93.7,724.1,1.0,2.0,3.0,2.0
00000000-0000-0000-0000-000000000002,2025-12-07,,,0.0,1.0,3.0,2.0,2.0
00000000-0000-0000-0000-000000000002,2025-12-08,9.1,84.5,768.1,2.0,1.0,3.0,1.0
00000000-0000-0000-0000-000000000002,2025-12-09,5.1,80.0,407.1,1.0,2.0,3.0,1.0
00000000-0000-0000-0000-000000000002,2025-12-10,7.6,67.8,512.9,1.0,2.0,2.0,2.0
00000000-0000-0000-0000-000000000002,2025-12-11,10.0,97.2,971.9,3.0,1.0,2.0,3.0
00000000-0000-0000-0000-000000000002,2025-12-12,10.0,94.7,947.2,2.0,,3.0,
00000000-0000-0000-0000-000000000002,2025-12-13,10.0,91.8,917.6,3.0,1.0,1.0,3.0
00000000-0000-0000-0000-000000000002,2025-12-14,,,0.0,3.0,2.0,2.0,3.0
00000000-0000-0000-0000-000000000002,2025-12-15,6.7,76.8,510.9,1.0,3.0,1.0,2.0
00000000-0000-0000-0000-000000000002,2025-12-16,5.7,87.4,497.6,2.0,2.0,2.0,1.0
00000000-0000-0000-0000-000000000002,2025-12-17,5.4,64.1,346.6,1.0,3.0,3.0,2.0
00000000-0000-0000-0000-000000000002,2025-12-18,4.9,84.5,412.3,2.0,1.0,1.0,1.0
00000000-0000-0000-0000-000000000002,2025-12-19,5.5,80.1,440.9,1.0,2.0,2.0,1.0
00000000-0000-0000-0000-000000000002,2025-12-20,8.2,88.1,720.0,2.0,2.0,2.0,1.0
00000000-0000-0000-0000-000000000002,2025-12-21,,,0.0,2.0,1.0,3.0,2.0
00000000-0000-0000-0000-000000000002,2025-12-22,6.6,80.7,535.3,2.0,1.0,2.0,2.0
00000000-0000-0000-0000-000000000002,2025-12-23,3.6,96.6,352.5,1.0,1.0,3.0,1.0
00000000-0000-0000-0000-000000000002,2025-12-24,4.7,50.2,238.3,1.0,,2.0,2.0
00000000-0000-0000-0000-000000000002,2025-12-25,3.9,59.7,234.7,2.0,3.0,2.0,1.0
00000000-0000-0000-0000-000000000002,2025-12-26,5.6,70.9,395.5,3.0,1.0,3.0,1.0
00000000-0000-0000-0000-000000000002,2025-12-27,7.2,93.1,666.9,2.0,2.0,2.0,1.0
00000000-0000-0000-0000-000000000002,2025-12-28,,,0.0,2.0,2.0,2.0,1.0
00000000-0000-0000-0000-000000000002,2025-12-29,6.0,79.7,479.2,4.0,2.0,1.0,1.0
00000000-0000-0000-0000-000000000003,2025-09-01,5.6,86.4,481.4,3.0,2.0,1.0,2.0
00000000-0000-0000-0000-000000000003,2025-09-02,7.3,77.9,565.7,1.0,2.0,2.0,2.0
00000000-0000-0000-0000-000000000003,2025-09-03,7.2,39.8,286.7,2.0,1.0,3.0,1.0
00000000-0000-0000-0000-000000000003,2025-09-04,7.9,80.6,635.8,3.0,1.0,1.0,1.0
00000000-0000-0000-0000-000000000003,2025-09-05,7.1,56.7,403.5,1.0,2.0,2.0,1.0
00000000-0000-0000-0000-000000000003,2025-09-06,6.7,90.7,605.1,3.0,3.0,3.0,2.0
00000000-0000-0000-0000-000000000003,2025-09-07,,,0.0,3.0,1.0,2.0,3.0
00000000-0000-0000-0000-000000000003,2025-09-08,5.5,79.2,433.8,3.0,2.0,,2.0
00000000-0000-0000-0000-000000000003,2025-09-09,7.1,48.5,345.8,3.0,2.0,2.0,3.0
00000000-0000-0000-0000-000000000003,2025-09-10,7.0,75.1,522.9,2.0,1.0,1.0,1.0
00000000-0000-0000-0000-000000000003,2025-09-11,5.2,52.9,275.0,4.0,1.0,3.0,3.0
00000000-0000-0000-0000-000000000003,2025-09-12,6.3,38.8,242.6,2.0,1.0,2.0,2.0
00000000-0000-0000-0000-000000000003,2025-09-13,8.1,82.5,672.6,2.0,3.0,1.0,3.0
00000000-0000-0000-0000-000000000003,2025-09-14,,,0.0,1.0,2.0,1.0,2.0
00000000-0000-0000-0000-000000000003,2025-09-15,5.6,73.2,408.5,2.0,1.0,2.0,2.0
00000000-0000-0000-0000-000000000003,2025-09-16,7.3,72.3,524.6,3.0,3.0,2.0,1.0
00000000-0000-0000-0000-000000000003,2025-09-17,4.5,67.4,300.5,2.0,2.0,2.0,1.0
00000000-0000-0000-0000-000000000003,2025-09-18,7.4,83.0,615.3,3.0,3.0,1.0,
00000000-0000-0000-0000-000000000003,2025-09-19,4.9,71.5,351.7,3.0,1.0,2.0,1.0
00000000-0000-0000-0000-000000000003,2025-09-20,5.9,91.9,545.5,1.0,2.0,3.0,1.0
00000000-0000-0000-0000-000000000003,2025-09-21,,,0.0,1.0,3.0,3.0,1.0
00000000-0000-0000-0000-000000000003,2025-09-22,4.3,86.3,370.2,1.0,1.0,3.0,3.0
00000000-0000-0000-0000-000000000003,2025-09-23,8.5,110.8,946.2,1.0,1.0,1.0,1.0
00000000-0000-0000-0000-000000000003,2025-09-24,5.8,73.5,424.2,1.0,2.0,1.0,1.0
00000000-0000-0000-0000-000000000003,2025-09-25,10.0,92.9,928.7,1.0,4.0,1.0,2.0
00000000-0000-0000-0000-000000000003,2025-09-26,6.7,78.4,523.7,1.0,2.0,,1.0
00000000-0000-0000-0000-000000000003,2025-09-27,10.0,91.4,914.1,1.0,2.0,2.0,2.0
00000000-0000-0000-0000-000000000003,2025-09-28,,,0.0,2.0,2.0,2.0,3.0
00000000-0000-0000-0000-000000000003,2025-09-29,4.5,73.7,327.9,,3.0,,2.0
