date,athlete_id,daily_load,fatigue,stress,soreness,sleep_quality,acwr,atl,monotony,strain,team,stress_norm,hooper_index
2021-07-02,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,300.0,3.0,3.0,3.0,3.0,0.9146638635386308,191.43,1.02,1366.8,TeamA,1.5,10.5
2021-07-03,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,350.0,3.0,3.0,3.0,3.0,1.0885522340953155,241.43,1.36,2298.4,TeamA,1.5,10.5
2021-07-04,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,90.0,3.0,3.0,3.0,3.0,1.0158666666666667,228.57,1.24,1984.0,TeamA,1.5,10.5
2021-07-05,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,240.0,3.0,4.0,3.0,4.0,0.9113327910262448,212.86,1.2,1788.0,TeamA,2.0,12.0
2021-07-06,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,0.0,3.0,3.0,3.0,4.0,0.9113327910262448,212.86,1.2,1788.0,TeamA,1.5,11.5
2021-07-07,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,350.0,3.0,4.0,3.0,4.0,0.8457977207977209,190.0,1.31,1742.3,TeamA,2.0,12.0
2021-07-08,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,420.0,3.0,4.0,3.0,3.0,1.1513309385649813,250.0,1.77,3097.5,TeamA,2.0,11.0
2021-07-09,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,280.0,3.0,4.0,4.0,3.0,1.0880514220304658,247.14,1.76,3044.8,TeamA,2.0,12.0
2021-07-10,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,160.0,4.0,4.0,4.0,3.0,0.9871668311944718,220.0,1.62,2494.8,TeamA,2.0,13.0
2021-07-11,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,0.0,4.0,4.0,3.0,4.0,0.9294624427891948,207.14,1.37,1986.5,TeamA,2.0,13.0
2021-07-12,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,280.0,3.0,4.0,3.0,3.0,0.9818718575580055,212.86,1.39,2071.1,TeamA,2.0,11.0
2021-07-13,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,540.0,3.0,4.0,4.0,3.0,1.2747252747252746,290.0,1.79,3633.7,TeamA,2.0,12.0
2021-07-14,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,400.0,3.0,4.0,4.0,4.0,1.297951338837199,297.14,1.79,3723.2,TeamA,2.0,13.0
2021-07-15,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,0.0,4.0,4.0,3.0,3.0,1.0358624907176863,237.14,1.28,2124.8,TeamA,2.0,12.0
2021-07-16,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,240.0,4.0,4.0,4.0,4.0,1.0172747252747254,231.43,1.25,2025.0,TeamA,2.0,14.0
2021-07-17,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,250.0,4.0,4.0,4.0,4.0,1.0997118934005583,244.29,1.34,2291.4,TeamA,2.0,14.0
2021-07-18,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,0.0,3.0,4.0,4.0,3.0,1.1324926985304342,244.29,1.34,2291.4,TeamA,2.0,12.0
2021-07-19,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,210.0,4.0,5.0,4.0,5.0,1.049639353075579,234.29,1.29,2115.6,TeamA,2.5,15.5
2021-07-20,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,0.0,4.0,5.0,3.0,4.0,0.7573012048192771,157.14,1.07,1177.0,TeamA,2.5,13.5
2021-07-21,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,540.0,4.0,4.0,4.0,4.0,0.8117868108702625,177.14,0.96,1190.4,TeamA,2.0,14.0
2021-07-22,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,0.0,3.0,4.0,4.0,3.0,0.8449723335241366,177.14,0.96,1190.4,TeamA,2.0,12.0
2021-07-23,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,0.0,3.0,5.0,3.0,3.0,0.703016583829536,142.86,0.75,750.0,TeamA,2.5,11.5
2021-07-24,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,300.0,5.0,5.0,4.0,4.0,0.7011639321273313,150.0,0.77,808.5,TeamA,2.5,15.5
2021-07-25,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,0.0,4.0,5.0,4.0,3.0,0.7228915662650602,150.0,0.77,808.5,TeamA,2.5,13.5
2021-07-26,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,350.0,4.0,4.0,3.0,5.0,0.8192771084337349,170.0,0.82,975.8,TeamA,2.0,14.0
2021-07-27,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,0.0,4.0,5.0,4.0,4.0,0.8192771084337349,170.0,0.82,975.8,TeamA,2.5,14.5
2021-07-28,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,240.0,4.0,4.0,4.0,2.0,0.6425755584756898,127.14,0.85,756.5,TeamA,2.0,12.0
2021-07-29,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,180.0,4.0,4.0,3.0,5.0,0.7482500367125167,152.86,1.08,1155.6,TeamA,2.0,14.0
2021-07-30,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,240.0,,,,,0.9257940041555358,187.14,1.46,1912.6,TeamA,,
2021-07-31,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,0.0,2.0,3.0,4.0,3.0,0.760862687196794,144.29,1.08,1090.8,TeamA,1.5,10.5
2021-08-01,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,0.0,3.0,4.0,4.0,3.0,0.7739634179048436,144.29,1.08,1090.8,TeamA,2.0,12.0
2021-08-02,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,360.0,4.0,5.0,4.0,4.0,0.7640396413402548,145.71,1.08,1101.6,TeamA,2.5,14.5
2021-08-03,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,540.0,4.0,4.0,4.0,4.0,1.061238095238095,222.86,1.25,1950.0,TeamA,2.0,14.0
2021-08-04,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,500.0,3.0,4.0,2.0,3.0,1.2072808320950963,260.0,1.28,2329.6,TeamA,2.0,10.0
2021-08-05,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,0.0,3.0,4.0,4.0,3.0,1.1693451786783788,234.29,1.06,1738.4,TeamA,2.0,12.0
2021-08-06,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,280.0,4.0,4.0,4.0,4.0,1.1978438810141745,240.0,1.08,1814.4,TeamA,2.0,14.0
2021-08-07,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,240.0,4.0,4.0,4.0,3.0,1.3497859357315094,274.29,1.37,2630.4,TeamA,2.0,13.0
2021-08-08,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,180.0,3.0,3.0,3.0,3.0,1.4310246136233544,300.0,1.73,3633.0,TeamA,1.5,10.5
2021-08-09,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,240.0,3.0,3.0,4.0,3.0,1.358532251092647,282.86,1.64,3247.2,TeamA,1.5,11.5
2021-08-10,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,420.0,3.0,4.0,3.0,3.0,1.3029470896876378,265.71,1.77,3292.2,TeamA,2.0,11.0
2021-08-11,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,600.0,4.0,4.0,3.0,5.0,1.3265741223290852,280.0,1.6,3136.0,TeamA,2.0,14.0
2021-08-12,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,280.0,4.0,4.0,4.0,4.0,1.4475053150585788,320.0,2.4,5376.0,TeamA,2.0,14.0
2021-08-13,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,350.0,4.0,4.0,4.0,4.0,1.4666666666666666,330.0,2.49,5751.9,TeamA,2.0,14.0
2021-08-14,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,360.0,4.0,4.0,4.0,4.0,1.516358712270126,347.14,2.73,6633.9,TeamA,2.0,14.0
2021-08-15,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,120.0,4.0,4.0,3.0,3.0,1.4517816560181809,338.57,2.42,5735.4,TeamA,2.0,12.0
2021-08-16,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,320.0,4.0,4.0,4.0,4.0,1.475921396643333,350.0,2.61,6394.5,TeamA,2.0,14.0
2021-08-17,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,320.0,4.0,4.0,4.0,4.0,1.3505652331335236,335.71,2.56,6016.0,TeamA,2.0,14.0
2021-08-18,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,200.0,4.0,4.0,4.0,4.0,1.1782345726007697,278.57,3.42,6669.0,TeamA,2.0,14.0
2021-08-19,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,150.0,4.0,4.0,4.0,4.0,1.0753132883907524,260.0,2.79,5077.8,TeamA,2.0,14.0
2021-08-20,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,350.0,4.0,4.0,4.0,4.0,1.0224546777301506,260.0,2.79,5077.8,TeamA,2.0,14.0
2021-08-21,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,90.0,4.0,4.0,4.0,4.0,0.8972405689047369,221.43,2.23,3456.5,TeamA,2.0,14.0
2021-08-22,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,500.0,4.0,4.0,4.0,5.0,1.0418304111245464,275.71,2.14,4130.2,TeamA,2.0,15.0
2021-08-23,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,300.0,4.0,5.0,4.0,4.0,1.0380430647492962,272.86,2.13,4068.3,TeamA,2.5,14.5
2021-08-24,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,360.0,4.0,4.0,4.0,5.0,1.010373218236553,278.57,2.13,4153.5,TeamA,2.0,15.0
2021-08-25,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,90.0,4.0,5.0,3.0,3.0,0.9722592099422992,262.86,1.81,3330.4,TeamA,2.5,12.5
2021-08-26,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,400.0,3.0,4.0,3.0,4.0,1.0731821286078862,298.57,2.08,4347.2,TeamA,2.0,12.0
2021-08-27,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,180.0,3.0,4.0,4.0,3.0,0.9935523599087188,274.29,1.86,3571.2,TeamA,2.0,12.0
2021-08-28,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,150.0,2.0,3.0,4.0,3.0,1.0050811924812564,282.86,2.06,4078.8,TeamA,1.5,10.5
2021-08-29,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,0.0,2.0,4.0,4.0,3.0,0.7512702981203141,211.43,1.55,2294.0,TeamA,2.0,11.0
2021-08-30,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,0.0,2.0,4.0,4.0,5.0,0.627657593923372,168.57,1.14,1345.2,TeamA,2.0,13.0
2021-08-31,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,420.0,2.0,4.0,4.0,4.0,0.6702485905633961,177.14,1.11,1376.4,TeamA,2.0,12.0
2021-09-01,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,560.0,3.0,4.0,4.0,3.0,0.91690124985925,244.29,1.21,2069.1,TeamA,2.0,12.0
2021-09-02,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,0.0,3.0,4.0,5.0,4.0,0.7023983785609728,187.14,0.9,1179.0,TeamA,2.0,14.0
2021-09-03,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,400.0,3.0,3.0,4.0,4.0,0.8073953677366924,218.57,0.99,1514.7,TeamA,1.5,12.5
2021-09-04,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,420.0,3.0,4.0,4.0,4.0,0.9278343075701811,257.14,1.13,2034.0,TeamA,2.0,13.0
2021-09-05,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,0.0,3.0,4.0,5.0,2.0,0.9498725573491928,257.14,1.13,2034.0,TeamA,2.0,12.0
2021-09-06,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,630.0,3.0,4.0,4.0,4.0,1.219575604272063,347.14,1.49,3620.7,TeamA,2.0,13.0
2021-09-07,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,360.0,4.0,4.0,4.0,4.0,1.1984778761061947,338.57,1.46,3460.2,TeamA,2.0,14.0
2021-09-08,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,360.0,3.0,4.0,4.0,4.0,1.131675975614208,310.0,1.45,3146.5,TeamA,2.0,13.0
2021-09-09,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,630.0,3.0,4.0,4.0,3.0,1.396501763083476,400.0,2.04,5712.0,TeamA,2.0,12.0
2021-09-10,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,0.0,3.0,2.0,3.0,4.0,1.2516336290293142,342.86,1.42,3408.0,TeamA,1.0,11.0
2021-09-11,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,240.0,3.0,4.0,3.0,4.0,1.1761608070019285,317.14,1.32,2930.4,TeamA,2.0,12.0
2021-09-12,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,200.0,4.0,3.0,3.0,4.0,1.2686605504587156,345.71,1.63,3944.6,TeamA,1.5,12.5
2021-09-13,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,0.0,3.0,4.0,4.0,4.0,0.9794691079020952,255.71,1.24,2219.6,TeamA,2.0,13.0
2021-09-14,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,360.0,4.0,4.0,4.0,4.0,0.9741333333333334,255.71,1.24,2219.6,TeamA,2.0,14.0
2021-09-15,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,540.0,4.0,4.0,4.0,4.0,1.024723274104282,281.43,1.24,2442.8,TeamA,2.0,14.0
2021-09-16,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,540.0,4.0,4.0,4.0,4.0,0.9306927262016148,268.57,1.29,2425.2,TeamA,2.0,14.0
2021-09-17,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,0.0,3.0,4.0,3.0,4.0,0.972832977143478,268.57,1.29,2425.2,TeamA,2.0,12.0
2021-09-18,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,0.0,4.0,4.0,3.0,4.0,0.8586454592098511,234.29,1.02,1672.8,TeamA,2.0,13.0
2021-09-19,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,0.0,4.0,4.0,4.0,3.0,0.8067058823529412,205.71,0.84,1209.6,TeamA,2.0,13.0
2021-09-20,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,360.0,4.0,4.0,4.0,4.0,1.0,257.14,1.1,1980.0,TeamA,2.0,14.0
2021-09-21,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,360.0,3.0,4.0,4.0,4.0,1.0,257.14,1.1,1980.0,TeamA,2.0,13.0
2021-09-22,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,500.0,3.0,4.0,3.0,3.0,0.9250892232973988,251.43,1.11,1953.6,TeamA,2.0,11.0
2021-09-23,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,0.0,4.0,4.0,4.0,4.0,0.6768543689320388,174.29,0.85,1037.0,TeamA,2.0,14.0
2021-09-24,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,350.0,4.0,4.0,4.0,4.0,0.8509693819478696,224.29,1.12,1758.4,TeamA,2.0,14.0
2021-09-25,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,0.0,4.0,4.0,4.0,4.0,0.8686340575500562,224.29,1.12,1758.4,TeamA,2.0,14.0
2021-09-26,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,0.0,,,,,0.8686340575500562,224.29,1.12,1758.4,TeamA,,
2021-09-27,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,620.0,4.0,4.0,4.0,3.0,0.932479668997004,261.43,1.08,1976.4,TeamA,2.0,13.0
2021-09-28,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,0.0,4.0,4.0,4.0,4.0,0.791377750979801,210.0,0.83,1220.1,TeamA,2.0,14.0
2021-09-29,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,450.0,3.0,4.0,4.0,3.0,0.7759629728799297,202.86,0.83,1178.6,TeamA,2.0,12.0
2021-09-30,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,480.0,4.0,4.0,3.0,3.0,0.9743690993287144,271.43,1.1,2090.0,TeamA,2.0,12.0
2021-10-01,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,0.0,3.0,4.0,4.0,4.0,0.8378296568163759,221.43,0.85,1317.5,TeamA,2.0,13.0
2021-10-02,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,200.0,4.0,4.0,4.0,4.0,0.97492493078033,250.0,1.02,1785.0,TeamA,2.0,14.0
2021-10-03,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,0.0,4.0,4.0,2.0,4.0,0.97492493078033,250.0,1.02,1785.0,TeamA,2.0,12.0
2021-10-04,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,210.0,3.0,3.0,2.0,4.0,0.7929006337240608,191.43,0.99,1326.6,TeamA,1.5,10.5
2021-10-05,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,240.0,2.0,3.0,2.0,2.0,0.951800624103905,225.71,1.28,2022.4,TeamA,1.5,7.5
2021-10-06,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,240.0,4.0,4.0,4.0,4.0,0.8404620802198746,195.71,1.29,1767.3,TeamA,2.0,14.0
2021-10-07,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,480.0,,,,,0.8602637362637363,195.71,1.29,1767.3,TeamA,,
2021-10-08,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,400.0,3.0,4.0,4.0,4.0,1.0457835311634065,252.86,1.77,3132.9,TeamA,2.0,13.0
2021-10-09,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,210.0,4.0,4.0,4.0,4.0,1.056416434713971,254.29,1.79,3186.2,TeamA,2.0,14.0
2021-10-10,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,240.0,3.0,4.0,4.0,4.0,1.1917485752044272,288.57,2.92,5898.4,TeamA,2.0,13.0
2021-10-11,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,280.0,4.0,4.0,4.0,4.0,1.1841437296739907,298.57,3.18,6646.2,TeamA,2.0,14.0
2021-10-12,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,320.0,4.0,5.0,5.0,4.0,1.236488373020621,310.0,3.41,7399.7,TeamA,2.5,15.5
2021-10-13,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,350.0,5.0,5.0,5.0,5.0,1.3352601156069364,325.71,3.75,8550.0,TeamA,2.5,17.5
2021-10-14,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,350.0,5.0,5.0,5.0,5.0,1.2951842793286663,307.14,4.93,10599.5,TeamA,2.5,17.5
2021-10-15,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,240.0,4.0,5.0,5.0,4.0,1.1570143665296488,284.29,5.4,10746.0,TeamA,2.5,15.5
2021-10-16,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,270.0,4.0,5.0,5.0,4.0,1.1468515037593985,292.86,6.66,13653.0,TeamA,2.5,15.5
2021-10-17,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,180.0,5.0,5.0,5.0,5.0,1.085946751212804,284.29,4.96,9870.4,TeamA,2.5,17.5
2021-10-18,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,360.0,5.0,5.0,5.0,5.0,1.1295695022728138,295.71,4.69,9708.3,TeamA,2.5,17.5
2021-10-19,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,450.0,5.0,5.0,5.0,4.0,1.1860000000000002,314.29,3.77,8294.0,TeamA,2.5,16.5
2021-10-20,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,450.0,4.0,5.0,5.0,5.0,1.2483188328710917,328.57,3.43,7889.0,TeamA,2.5,16.5
2021-10-21,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,0.0,4.0,5.0,4.0,4.0,1.058356445423806,278.57,1.88,3666.0,TeamA,2.5,14.5
2021-10-22,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,180.0,5.0,5.0,5.0,4.0,1.0500116667962978,270.0,1.77,3345.3,TeamA,2.5,16.5
2021-10-23,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,240.0,4.0,5.0,5.0,5.0,1.0,265.71,1.74,3236.4,TeamA,2.5,16.5
2021-10-24,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,0.0,4.0,5.0,5.0,5.0,0.9032403748447556,240.0,1.35,2268.0,TeamA,2.5,16.5
2021-10-25,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,350.0,5.0,5.0,4.0,5.0,0.9316593119069004,238.57,1.35,2254.5,TeamA,2.5,16.5
2021-10-26,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,540.0,4.0,3.0,3.0,5.0,0.9130955839628124,251.43,1.29,2270.4,TeamA,1.5,13.5
2021-10-27,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,360.0,4.0,5.0,4.0,5.0,0.876644374219152,238.57,1.3,2171.0,TeamA,2.5,15.5
2021-10-28,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,540.0,,,,,1.1510080571657733,315.71,1.75,3867.5,TeamA,,
2021-10-29,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,400.0,5.0,5.0,5.0,4.0,1.2029663513185709,347.14,2.01,4884.3,TeamA,2.5,16.5
2021-10-30,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,0.0,4.0,5.0,5.0,5.0,1.111679636143979,312.86,1.49,3263.1,TeamA,2.5,16.5
2021-10-31,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,0.0,5.0,5.0,5.0,5.0,1.111679636143979,312.86,1.49,3263.1,TeamA,2.5,17.5
2021-11-01,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,0.0,5.0,5.0,5.0,4.0,0.959588215967583,262.86,1.11,2042.4,TeamA,2.5,16.5
2021-11-02,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,360.0,4.0,5.0,5.0,3.0,0.8523777002983358,237.14,1.11,1842.6,TeamA,2.5,14.5
2021-11-03,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,360.0,4.0,5.0,5.0,4.0,0.839433628318584,237.14,1.11,1842.6,TeamA,2.5,15.5
2021-11-04,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,360.0,4.0,5.0,5.0,5.0,0.7599654936918157,211.43,1.15,1702.0,TeamA,2.5,16.5
